reaction,split,not_high_yielding,high_yielding
"6-n-[6-(3-methylphenoxy)pyrimidin-4-yl]pyridine-2,6-diamine and 4,6-dichloropyrimidine react together in the presence of butan-1-ol, pyridine-2,6-diamine to produce 6-n-(6-chloropyrimidin-4-yl)pyridine-2,6-diamine.",train,1,0
"1-(3,5-dimethylphenyl)ethanone and [2-amino-6-(trifluoromethyl)phenyl]methanol react together in the presence of toluene, potassium(1+), hydroxide to produce 2-(3,5-dimethylphenyl)-5-(trifluoromethyl)quinoline.",train,1,0
"5-methoxy-2-(2-phenylethynyl)benzaldehyde and hydroxylamine react together in the presence of acetate, ethanol, chlorane, oxidane, carbonate, potassium(1+), sodium(1+) to produce 7-methoxy-2-oxido-3-phenylisoquinolin-2-ium.",train,1,0
"Nitrite and 5,7-dichloro-4-hydroxy-1h-quinolin-2-one react together in the presence of sulfuric acid, sodium(1+), hydroxide to produce 5,7-dichloro-4-hydroxy-3-nitroso-1h-quinolin-2-one.",train,0,1
"Pentane-2,4-dione and 5,6-diamino-7-chloro-1,4-dihydroquinoxaline-2,3-dione react together in the presence of acetic acid to produce 8,10-dimethyl-4,7-dihydro-1h-pyrazino[2,3-g][1,5]benzodiazepine-2,3-dione.",train,0,1
"5-methoxy-4-phenylmethoxy-2,3-dihydroinden-1-one and 6-[(4-methylphenyl)iminomethyl]-1,3-benzodioxol-5-amine react together to produce 7-methoxy-16,18-dioxa-2-azapentacyclo[11.7.0.03,11.04,9.015,19]icosa-1,3(11),4(9),5,7,12,14,19-octaen-8-ol.",train,1,0
"Tert-butyl 3-oxobutanoate and (2-amino-5-nitrophenyl)-phenylmethanone react together in the presence of methanol, sulfamic acid to produce tert-butyl 2-methyl-6-nitro-4-phenylquinoline-3-carboxylate.",train,1,0
"Hexane-2,5-dione and 2-aminoethanol react together in the presence of toluene to produce 2-(2,5-dimethylpyrrol-1-yl)ethanol.",train,0,1
"1-cyclopropylbutane-1,3-dione and (2-amino-5,6-dihydro-4h-cyclopenta[b]thiophen-3-yl)-thiophen-2-ylmethanone react together in the presence of acetic acid, sulfuric acid to produce cyclopropyl-(10-methyl-12-thiophen-2-yl-7-thia-9-azatricyclo[6.4.0.02,6]dodeca-1(12),2(6),8,10-tetraen-11-yl)methanone.",train,1,0
"Hexane-2,5-dione and 4-tert-butyl-2-nitroaniline react together in the presence of cyclohexane, acetic acid, dichloromethane to produce 1-(4-tert-butyl-2-nitrophenyl)-2,5-dimethylpyrrole.",train,1,0
"Ethyl 3-bromo-4-[(3-chlorophenyl)sulfonylamino]-6-methyl-2-(1h-pyrazol-4-yl)thieno[2,3-b]pyridine-5-carboxylate reacts in the presence of methylsulfinylmethane, oxidane, formic acid, sodium(1+), hydroxide, phenoxybenzene to produce n-[3-bromo-6-methyl-2-(1h-pyrazol-4-yl)thieno[2,3-b]pyridin-4-yl]-3-chlorobenzenesulfonamide.",train,1,0
"1,2-dimethoxybenzene reacts in the presence of oxidane, sulfuric acid, sulfate, iron(3+) to produce 2,3,6,7,10,11-hexamethoxytriphenylene.",train,0,1
"Furo[2,3-b]pyridine-2,5-dicarboxylic acid reacts in the presence of ethoxyethane, methanol, chloroform, copper, quinoline to produce furo[2,3-b]pyridine-5-carboxylic acid.",train,1,0
"1-(7-acetylnaphthalen-2-yl)ethanone and 8-aminoquinoline-7-carbaldehyde react together in the presence of ethanol, potassium(1+), hydroxide to produce 2-[7-(1,10-phenanthrolin-2-yl)naphthalen-2-yl]-1,10-phenanthroline.",train,1,0
"4-prop-2-ynylimino-1,3-thiazolidin-2-one reacts in the presence of methanol to produce 4,8-dihydro-[1,3]thiazolo[3,4-a]pyrimidin-6-one.",train,1,0
"Pentane-2,4-dione and (2-amino-5,6-dihydro-4h-cyclopenta[b]thiophen-3-yl)-thiophen-2-ylmethanone react together in the presence of acetic acid, sulfuric acid to produce 1-(10-methyl-12-thiophen-2-yl-7-thia-9-azatricyclo[6.4.0.02,6]dodeca-1(12),2(6),8,10-tetraen-11-yl)ethanone.",train,1,0
"But-3-en-2-one and 2-chloroaniline react together in the presence of acetic acid, chloride, zinc(2+) to produce 8-chloro-4-methylquinoline.",train,1,0
"5,7-dimethyl-3,4-dihydro-2h-naphthalen-1-one and (2-amino-6-chlorophenyl)methanol react together in the presence of toluene, potassium(1+), hydroxide to produce 8-chloro-2,4-dimethyl-5,6-dihydrobenzo[c]acridine.",train,1,0
"1,1,1-trifluoropentane-2,4-dione and (2-amino-5,6-dihydro-4h-cyclopenta[b]thiophen-3-yl)-thiophen-2-ylmethanone react together in the presence of acetic acid, sulfuric acid to produce 2,2,2-trifluoro-1-(10-methyl-12-thiophen-2-yl-7-thia-9-azatricyclo[6.4.0.02,6]dodeca-1(12),2(6),8,10-tetraen-11-yl)ethanone.",train,1,0
"2-[(3-oxocyclohexen-1-yl)amino]benzonitrile reacts in the presence of oxolane, chlorane, chlorocopper, carbonate, potassium(1+) to produce 9-amino-3,4-dihydro-2h-acridin-1-one.",train,1,0
3-oxo-n-phenylbutanamide and propanedinitrile react together to produce isoquinoline.,train,0,1
"(2e)-1-chloro-3,7-dimethylocta-2,6-diene and 4-ethyl-4-oxidomorpholin-4-ium react together in the presence of ethyl acetate, n,n-dimethylformamide, sulfuric acid to produce 3,7-dimethylocta-2,6-dienal.",train,0,1
"Ethyl prop-2-ynoate and 2,2,6,6-tetramethylpiperidin-4-one react together in the presence of ethanol to produce ethyl 3-(2,2,6,6-tetramethyl-4-oxopiperidin-1-yl)prop-2-enoate.",train,1,0
"Hexane-2,5-dione and 2-methoxy-4-nitroaniline react together in the presence of 4-methylbenzenesulfonic acid, toluene to produce 1-(2-methoxy-4-nitrophenyl)-2,5-dimethylpyrrole.",train,0,1
"1-butyl-3-propylurea and oxaldehyde react together in the presence of propan-2-ol, sulfuric acid to produce 1-butyl-4,5-di(propan-2-yloxy)-3-propylimidazolidin-2-one.",train,1,0
"3-amino-6-chloro-2-(2-chloroprop-2-enyl)-4-fluorophenol reacts in the presence of chloroform, trifluoromethanesulfonic acid, sodium(1+), hydroxide to produce 7-chloro-5-fluoro-2-methyl-1-benzofuran-4-amine.",train,0,1
"Hexane-2,5-dione and 2-aminoisoindole-1,3-dione react together in the presence of acetic acid, dichloromethane to produce 2-(2,5-dimethylpyrrol-1-yl)isoindole-1,3-dione.",train,0,1
"Hexane-2,5-dione and (2s)-2-aminopropan-1-ol react together in the presence of hexane, ethyl acetate, methanol to produce (2s)-2-(2,5-dimethylpyrrol-1-yl)propan-1-ol.",train,0,1
"1-(2,3-dihydro-1h-inden-5-yl)ethanone and ethyl 2-aminobenzoate react together in the presence of hexane, methanol, aluminum(3+), chloride, phenoxybenzene to produce 2-(2,3-dihydro-1h-inden-5-yl)-1h-quinolin-4-one.",train,0,1
"N-(2-hydroxy-5-nitrophenyl)hexadecanamide and 1-bromo-2-dichlorophosphorylethane react together in the presence of oxidane, sodium, benzene to produce 2-bromoethyl-[6-(hexadecanoylamino)-4-nitrocyclohexa-2,4-dien-1-ylidene]-oxidophosphanium.",train,1,0
"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate reacts in the presence of methanol, chlorane, potassium(1+) to produce 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonic acid.",train,0,1
7-methoxy-6-phenylmethoxy-3h-quinolin-4-one and phosphoryl trichloride react together in the presence of n-propan-2-ylpropan-2-amine to produce 4-chloro-7-methoxy-6-phenylmethoxyquinoline.,train,1,0
"Prop-2-enal and phenanthren-9-amine react together in the presence of acetic acid, chloride, sodium(1+), hydroxide, zinc(2+) to produce phenanthro[9,10-b]pyridine.",test,1,0
"N-[(2s,4r)-1-(4-aminobenzoyl)-2-methyl-3,4-dihydro-2h-quinolin-4-yl]-n-phenylpropanamide and benzene react together in the presence of propanoic acid to produce n-[(2s,4r)-1-[4-(2,5-dimethylpyrrol-1-yl)benzoyl]-2-methyl-3,4-dihydro-2h-quinolin-4-yl]-n-phenylpropanamide.",train,0,1
"Methyl 3-oxopentanoate and 2-chloro-1-[4-(trifluoromethyl)phenyl]ethanone react together in the presence of 4-methylbenzenesulfonic acid, toluene, oxidane to produce methyl 2-ethyl-5-[4-(trifluoromethyl)phenyl]furan-3-carboxylate.",train,1,0
"4-methylbenzenesulfonic acid and 3-bromoaniline react together in the presence of hexane-2,5-dione, ethyl acetate to produce 1-(3-bromophenyl)-2,5-dimethylpyrrole.",train,0,1
"Pentane-2,4-dione and (2-amino-5,6-dihydro-4h-cyclopenta[b]thiophen-3-yl)-(furan-2-yl)methanone react together in the presence of acetic acid, sulfuric acid to produce 1-[12-(furan-2-yl)-10-methyl-7-thia-9-azatricyclo[6.4.0.02,6]dodeca-1(12),2(6),8,10-tetraen-11-yl]ethanone.",train,1,0
"2-sulfanylbenzoic acid and benzene-1,3,5-triol react together in the presence of methanesulfonic acid, 2,4,6,8,9,10-hexaoxa-1lambda5,3lambda5,5lambda5,7lambda5-tetraphosphatricyclo[3.3.1.13,7]decane 1,3,5,7-tetraoxide to produce 1,3-dihydroxythioxanthen-9-one.",train,1,0
"Hexane-2,5-dione and ethyl 5-amino-1-benzyl-3-phenylindole-2-carboxylate react together in the presence of toluene to produce ethyl 1-benzyl-5-(2,5-dimethylpyrrol-1-yl)-3-phenylindole-2-carboxylate.",train,0,1
"(3-hydroxy-2,2-dimethylpropyl) 3-hydroxy-2,2-dimethylpropanoate reacts in the presence of formaldehyde, 2-methylpropanal, n,n-diethylethanamine, methanol, methanolate, sodium(1+) to produce methyl 3-hydroxy-2,2-dimethylpropanoate.",train,0,1
6-methoxy-7-phenylmethoxy-3h-quinolin-4-one and phosphoryl trichloride react together to produce 4-chloro-6-methoxy-7-phenylmethoxyquinoline.,train,0,1
"But-3-en-2-one and 4-methylaniline react together in the presence of acetic acid, chloride, zinc(2+) to produce 4,6-dimethylquinoline.",train,1,0
"N'-[(3,4-dichlorophenyl)methyl]-2,2-diethoxyethanimidamide reacts in the presence of 6,7-dichloroisoquinolin-1-amine, sulfuric acid to produce 5,6-dichloroisoquinolin-3-amine.",train,0,1
"1-phenyl-4-(4-propylcyclohexyl)butane-1,4-dione and 2-aminoacetic acid react together in the presence of acetic acid to produce 2-[2-phenyl-5-(4-propylcyclohexyl)pyrrol-1-yl]acetic acid.",train,1,0
"Propanoyl propanoate and anisole react together in the presence of 1-ethyl-3-methylimidazol-3-ium, trifluoromethanesulfonate to produce 1-(4-methoxyphenyl)propan-1-one.",train,0,1
"Cyclohexane-1,4-dione and n-benzyl-1-phenylmethanamine react together in the presence of methane, ethanol, palladium to produce 4-(dibenzylamino)phenol.",train,1,0
"Methylhydrazine and 2-oxo-2-phenylacetaldehyde react together in the presence of acetic acid, oxidane to produce 2-(methylhydrazinylidene)-1-phenylethanone.",train,0,1
"Methyl prop-2-ynoate and 4-nitrobenzoic acid react together in the presence of acetonitrile, 4-methylmorpholine to produce (3-methoxy-3-oxoprop-1-enyl) 4-nitrobenzoate.",train,0,1
"Hexane-2,5-dione and 5-chloro-2-nitroaniline react together in the presence of oxolane, toluene, dichloromethane, sulfuric acid to produce 1-(5-chloro-2-nitrophenyl)-2,5-dimethylpyrrole.",train,1,0
"Tert-butyl 2-(2-benzoyl-n-(4-methylphenyl)sulfonylanilino)acetate reacts in the presence of methanol, methanolate, sodium(1+) to produce tert-butyl 1-(4-methylphenyl)sulfonyl-3-phenylindole-2-carboxylate.",train,0,1
"3-cyclopropyl-3-oxopropanenitrile and (2-aminophenyl)-(4-fluorophenyl)methanone react together in the presence of cyclohexane, methanesulfonic acid, toluene, oxidane, sodium(1+), hydroxide to produce 2-cyclopropyl-4-(4-fluorophenyl)quinoline-3-carbonitrile.",train,0,1
"[2,6-dichloro-4-(trifluoromethyl)phenyl]hydrazine and 2-[3-(trifluoromethyl)benzoyl]pyridine-3-carboxylic acid react together in the presence of toluene, oxidane to produce n'-[2,6-dichloro-4-(trifluoromethyl)phenyl]-2-[3-(trifluoromethyl)benzoyl]pyridine-3-carbohydrazide.",train,1,0
"Hexane-2,5-dione and 1-benzothiophen-5-amine react together in the presence of acetic acid, ethoxyethane, benzene to produce 1-(1-benzothiophen-5-yl)-2,5-dimethylpyrrole.",train,0,1
"Ethyl (e)-3-ethoxybut-2-enoate and 2-(4-methoxy-2-methylphenyl)-3-methylpyrrol-1-amine react together in the presence of 4-methylbenzenesulfonic acid, chloroform to produce 7-(4-methoxy-2-methylphenyl)-2,6-dimethyl-1h-pyrrolo[1,2-b]pyridazin-4-one.",train,1,0
"Ethyl 4-cyclohexyl-2-(4-phenylmethoxybenzoyl)butanoate and methyl 3-amino-1h-pyrazole-5-carboxylate react together in the presence of 4-methylbenzenesulfonic acid, chlorobenzene, oxidane to produce methyl 6-(2-cyclohexylethyl)-7-oxo-5-(4-phenylmethoxyphenyl)-1h-pyrazolo[1,5-a]pyrimidine-2-carboxylate.",train,1,0
"But-3-en-2-one and aniline react together in the presence of acetic acid, chloride, zinc(2+) to produce 4-methylquinoline.",train,1,0
"Hexane-2,5-dione and 4,6-dimethylpyridin-2-amine react together in the presence of acetic acid, acetate, toluene, oxidane, sodium(1+) to produce 2-(2,5-dimethylpyrrol-1-yl)-4,6-dimethylpyridine.",train,0,1
"Hexane-2,5-dione and 4-amino-3-methyl-1h-benzimidazol-2-one react together in the presence of acetic acid, hydrogen carbonate, sodium(1+) to produce 4-(2,5-dimethylpyrrol-1-yl)-3-methyl-1h-benzimidazol-2-one.",train,1,0
"But-3-en-2-one and 2-methylaniline react together in the presence of acetic acid, chloride, zinc(2+) to produce 4,8-dimethylquinoline.",train,1,0
"Ethyl 3-(4-acetylphenyl)imino-3-ethoxypropanoate reacts in the presence of 1-(4-aminophenyl)ethanone, ethyl 3-ethoxy-3-iminopropanoate, chlorane, dichloromethane, chloride, azanium, 1,1'-biphenyl, phenoxybenzene to produce 6-acetyl-2-ethoxy-1h-quinolin-4-one.",train,1,0
"Ethyl 3-oxobutanoate and 2-chloro-1,1-dimethoxyethane react together in the presence of ethanol, chlorane, oxidane, sodium(1+), hydroxide, pyridine to produce 2-methylfuran-3-carboxylic acid.",train,0,1
"(3r)-3-(2h-indazol-3-ylmethyl)-1-[2-(6-methoxy-2,3,4,5-tetrahydro-1-benzazepin-1-yl)-2-oxoethyl]-5-phenyl-1,5-benzodiazepine-2,4-dione reacts in the presence of ethyl acetate, palladium to produce (3r)-1-[2-(6-methoxy-2,3,4,5-tetrahydro-1-benzazepin-1-yl)-2-oxoethyl]-5-phenyl-3-(4,5,6,7-tetrahydro-1h-indazol-3-ylmethyl)-1,5-benzodiazepine-2,4-dione.",train,1,0
"7,8-dihydro-1h-furo[2,3-g]indole-2-carboxylic acid reacts in the presence of heptane, 6,7-dihydro-5h-furo[3,2-f]indole-2-carboxylic acid, phenoxybenzene to produce 7,8-dihydro-1h-furo[2,3-g]indole.",train,1,0
"Acetic acid and 6-(methoxymethyl)pteridine-2,4-diamine react together in the presence of sodium(1+), hydroxide to produce 2-amino-6-(methoxymethyl)-3h-pteridin-4-one.",train,0,1
"Prop-2-enal and 2,4-dimethoxyaniline react together in the presence of ethyl acetate, chlorane, sodium(1+), hydroxide to produce 6,8-dimethoxyquinoline.",train,1,0
"Cyclooctene and acetyl acetate react together in the presence of oxidane, chloride, zinc(2+) to produce 1-cyclooct-3-en-1-ylethanone.",train,1,0
"1-chloro-4-(trifluoromethyl)benzene and hydrazine react together in the presence of oxidane, pyridine to produce [4-(trifluoromethyl)phenyl]hydrazine.",train,1,0
"Hexane-2,5-dione and 5-bromopyridin-2-amine react together in the presence of heptane, 4-methylbenzenesulfonic acid to produce 5-bromo-2-(2,5-dimethylpyrrol-1-yl)pyridine.",train,0,1
"Benzyl 3-oxo-2-[(3,4,5-trifluorophenyl)methylidene]pentanoate and methyl carbamimidate react together in the presence of n,n-dimethylformamide, hydrogen carbonate, sulfuric acid, sodium(1+) to produce benzyl 4-(3,4-difluorophenyl)-6-ethyl-2-methoxy-1,4-dihydropyrimidine-5-carboxylate.",train,1,0
"Cyclohexane-1,4-dione and piperidin-4-ol react together in the presence of ethanol to produce 1-(4-hydroxyphenyl)piperidin-4-ol.",train,1,0
Dimethyl but-2-ynedioate and 2-fluoro-3-methylaniline react together in the presence of methanol to produce dimethyl 2-(2-fluoro-3-methylphenyl)iminobutanedioate.,train,0,1
"Methyl 3-(4-oxo-1,2,3,5-tetrahydrocyclopenta[c]quinolin-7-yl)propanoate reacts in the presence of oxolane, methanol, magnesium to produce methyl 3-(4-oxo-1,2,3,3a,5,9b-hexahydrocyclopenta[c]quinolin-7-yl)propanoate.",train,1,0
"1-methylbenzo[cd]indol-2-one reacts in the presence of ethanol, nickel to produce 1-methyl-2a,3,4,5-tetrahydrobenzo[cd]indol-2-one.",train,0,1
"Tert-butyl n-[(2s)-1-[4-[2-[5-(cyclopropylmethoxy)pyridin-2-yl]ethynyl]phenoxy]propan-2-yl]carbamate and amino hydrogen sulfate react together in the presence of methanol, oxidane, hydrogen carbonate, sodium(1+) to produce tert-butyl n-[(2s)-1-[4-[6-(cyclopropylmethoxy)pyrazolo[1,5-a]pyridin-2-yl]phenoxy]propan-2-yl]carbamate.",train,1,0
"12,14-dimethyl-9-(5-methylfuran-2-yl)-17-phenyl-1,8,12,14-tetrazatetracyclo[8.7.0.02,7.011,16]heptadeca-2,4,6,10,16-pentaene-13,15-dione reacts in the presence of dimethyl sulfate to produce 1,3,6-trimethylpyrimidine-2,4-dione.",train,0,1
"Ethyl 2-(3-aminophenoxy)-2-methylpropanoate and toluene react together in the presence of pentane-2,4-dione to produce ethyl 2-[3-(2,5-dimethylpyrrol-1-yl)phenoxy]-2-methylpropanoate.",train,0,1
"2-(4-bromo-3-fluorophenoxy)-5-iodopyridine-3-carboxylic acid reacts in the presence of methanesulfonic acid, 2,4,6,8,9,10-hexaoxa-1lambda5,3lambda5,5lambda5,7lambda5-tetraphosphatricyclo[3.3.1.13,7]decane 1,3,5,7-tetraoxide, 7-bromo-6-fluoro-3-iodochromeno[2,3-b]pyridin-5-one to produce 7-bromo-8-fluoro-3-iodochromeno[2,3-b]pyridin-5-one.",train,0,1
"Ethyl 4-(benzenesulfonamido)-3-bromo-6-methyl-2-(1h-pyrazol-4-yl)thieno[2,3-b]pyridine-5-carboxylate reacts in the presence of methylsulfinylmethane, oxidane, formic acid, sodium(1+), hydroxide, phenoxybenzene, quinoline to produce n-[3-bromo-6-methyl-2-(1h-pyrazol-4-yl)thieno[2,3-b]pyridin-4-yl]benzenesulfonamide.",train,1,0
"Dimethyl (z)-2-(2-nitrophenoxy)but-2-enedioate reacts in the presence of dimethyl (e)-2-(2-nitrophenoxy)but-2-enedioate, (e)-but-2-enedioic acid, (z)-but-2-enedioic acid, sulfurochloridic acid, sulfuric acid to produce methyl 8-nitro-4-oxochromene-2-carboxylate.",train,0,1
"N,n-diethylethanamine and 1-(5,6,7,8-tetrahydronaphthalen-1-yl)piperazine react together in the presence of 2-(3-chloropropyl)-3,3-dimethyl-1,2-benzothiazole 1,1-dioxide, n,n-dimethylformamide, iodide, potassium(1+) to produce 4-piperazin-1-ylisoquinoline.",train,1,0
"5-(3,3-diethoxyprop-1-ynyl)-1,3-dihydroindol-2-one and phenylhydrazine react together in the presence of acetonitrile, oxidane, hydrogen carbonate, sulfuric acid, sodium(1+) to produce 5-(2-phenylpyrazol-3-yl)-1,3-dihydroindol-2-one.",train,1,0
"Ethyl (z)-3-(4-bromo-3-methoxyanilino)but-2-enoate reacts in the presence of 1,1'-biphenyl, phenoxybenzene to produce 6-bromo-7-methoxy-2-methyl-1h-quinolin-4-one.",train,0,1
"Ethyl 7-methoxy-8-methyl-4-oxo-1h-quinoline-3-carboxylate reacts in the presence of chlorane, sodium(1+), hydroxide to produce 7-methoxy-8-methyl-1h-quinolin-4-one.",train,0,1
"Pentane-2,4-dione and (2-amino-4,5,6,7-tetrahydro-1-benzothiophen-3-yl)-thiophen-2-ylmethanone react together in the presence of acetic acid, sulfuric acid to produce 1-(2-methyl-4-thiophen-2-yl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-b]pyridin-3-yl)ethanone.",train,0,1
1-(ethylhydrazinylidene)propan-2-one and oxaldehyde react together in the presence of oxidane to produce 1-(1-ethyl-4-hydroxypyrazol-3-yl)ethanone.,train,0,1
"1-(3,5-dimethylphenyl)ethanone and (2-amino-5-bromo-4-chlorophenyl)methanol react together in the presence of toluene, potassium(1+), hydroxide to produce 6-bromo-7-chloro-2-(3,5-dimethylphenyl)quinoline.",train,1,0
"But-3-en-2-one and 2-fluoroaniline react together in the presence of acetic acid, chloride, zinc(2+) to produce 8-fluoro-4-methylquinoline.",train,1,0
"Ethyl 4-[(3-chlorophenyl)sulfonylamino]-6-methyl-2-(1h-pyrazol-4-yl)thieno[2,3-b]pyridine-5-carboxylate reacts in the presence of methylsulfinylmethane, oxidane, formic acid, sodium(1+), hydroxide, phenoxybenzene to produce 3-chloro-n-[6-methyl-2-(1h-pyrazol-4-yl)thieno[2,3-b]pyridin-4-yl]benzenesulfonamide.",train,1,0
"Benzyl (1r,4s)-4-(2,5-dimethylpyrrol-1-yl)-1-(1-hydroxycyclobutyl)cyclopent-2-ene-1-carboxylate reacts in the presence of methanol, chlorane, hydroxylamine, oxidane to produce benzyl (1r,4s)-4-amino-1-(1-hydroxycyclobutyl)cyclopent-2-ene-1-carboxylate.",train,0,1
"(2-amino-4,5-dimethoxyphenyl)-(3,4-dimethoxyphenyl)methanone and 2-chloroacetonitrile react together in the presence of oxidane, aluminum(3+), chloride to produce 2-(chloromethyl)-4-(3,4-dimethoxyphenyl)-6,7-dimethoxyquinazoline.",train,1,0
"Aniline reacts in the presence of butan-2-one to produce 2,3-dimethyl-1h-indole.",train,0,1
"1-benzyl-3-phenacylpiperidin-4-one reacts in the presence of chlorane to produce 5-benzyl-2-phenyl-6,7-dihydro-4h-furo[3,2-c]pyridine.",train,1,0
"7-fluoro-1,2,3,5-tetrahydrocyclopenta[c]quinolin-4-one reacts in the presence of magnesium to produce 7-fluoro-1,2,3,3a,5,9b-hexahydrocyclopenta[c]quinolin-4-one.",train,1,0
2-(4-bromophenoxy)-5-iodobenzoic acid reacts in the presence of sulfuric acid to produce 2-bromo-7-iodoxanthen-9-one.,train,0,1
"Ethyl 2-[(4-cyanophenyl)methylidene]-3-oxobutanoate and 1h-imidazol-2-amine react together in the presence of n,n-dimethylformamide, hydrogen carbonate, sulfuric acid, sodium(1+) to produce ethyl 5-(4-cyanophenyl)-7-methyl-5,8-dihydroimidazo[1,2-a]pyrimidine-6-carboxylate.",train,0,1
"Azane and 2-(2-bicyclo[2.2.1]heptanyl)acetic acid react together in the presence of thionyl dichloride, aluminum(3+), hydride, lithium(1+) to produce 2-(2-bicyclo[2.2.1]heptanyl)ethanamine.",train,1,0
"Azane and 2,2-bis(4-chlorophenyl)acetic acid react together in the presence of thionyl dichloride to produce 2,2-bis(4-chlorophenyl)acetamide.",train,0,1
"N'-(4-methyl-5-nitropyridin-2-yl)ethane-1,2-diamine and (e)-4,4,4-trifluorobut-2-enoic acid react together in the presence of ethoxy-n,n-di(propan-2-yl)phosphonamidous acid, dichloromethane, oxalyl dichloride to produce (e)-4,4,4-trifluoro-n-[2-[(4-methyl-5-nitropyridin-2-yl)amino]ethyl]but-2-enamide.",train,1,0
"3-[3,4-bis(4-methoxyphenyl)-6-oxopyridazin-1-yl]propanoic acid and phenylmethanamine react together in the presence of oxalyl dichloride to produce n-benzyl-3-[3,4-bis(4-methoxyphenyl)-6-oxopyridazin-1-yl]propanamide.",train,1,0
"N,n'-dimethyl-n'-(5-methylpyridin-3-yl)ethane-1,2-diamine and (e)-4,4,4-trifluorobut-2-enoic acid react together in the presence of ethoxy-n,n-di(propan-2-yl)phosphonamidous acid, chlorane, dichloromethane, oxalyl dichloride to produce (e)-4,4,4-trifluoro-n-methyl-n-[2-[methyl-(5-methylpyridin-3-yl)amino]ethyl]but-2-enamide.",train,1,0
"Ethyl acetate and (4-methylphenyl)urea react together in the presence of oxolane, aluminum(3+), chloride to produce 1-(4-methylphenyl)-3-[3-[(4-methylphenyl)carbamoylamino]-2-oxo-1h-indol-3-yl]urea.",train,1,0
"N,n-dimethylformamide and n'-[4-(2-aminopyridin-4-yl)oxy-2-methylphenyl]-n-(4-fluorophenyl)propanediamide react together in the presence of oxolane, n,n-diethylethanamine, ethanol, ethoxyethane, phenyl carbonochloridate to produce n'-[4-[2-(dimethylcarbamoylamino)pyridin-4-yl]oxy-2-methylphenyl]-n-(4-fluorophenyl)propanediamide.",train,0,1
"Methanesulfonamide and 1-(4-bromophenyl)cyclopropane-1-carboxylic acid react together in the presence of oxolane, dichloromethane, oxidane, thionyl dichloride, hydride, sodium(1+) to produce 1-(4-bromophenyl)-n-methylsulfonylcyclopropane-1-carboxamide.",train,0,1
"Ethyl 1-acetylcyclopropane-1-carboxylate and phenylmethanamine react together in the presence of molecular bromine, ethanol to produce 5-benzyl-5-azaspiro[2.4]heptane-4,7-dione.",train,1,0
"2-(3-chloropyrazin-2-yl)-2-methylpropanoic acid and tert-butyl n-(3-aminocyclobutyl)carbamate react together in the presence of 2-methylpropan-2-olate, n-ethyl-n-propan-2-ylpropan-2-amine, dichloromethane, thionyl dichloride, sodium(1+) to produce tert-butyl n-[3-(7,7-dimethyl-6-oxopyrrolo[2,3-b]pyrazin-5-yl)cyclobutyl]carbamate.",train,0,1
"3-(4-methylphenyl)-2-(4-sulfamoylphenyl)-3,4-dihydropyrazole-5-carboxylic acid and azanium react together in the presence of oxolane, methanol, oxidane, thionyl dichloride, hydroxide to produce 3-(4-methylphenyl)-2-(4-sulfamoylphenyl)-3,4-dihydropyrazole-5-carboxamide.",train,0,1
"2-[[(2,5-dioxoimidazolidin-1-yl)methyl-ethoxyphosphoryl]methyl]-4-methylpentanoic acid and (2s)-2-amino-n,4-dimethylpentanamide react together in the presence of oxolane, dichloromethane to produce 2-[[(2,5-dioxoimidazolidin-1-yl)methyl-ethoxyphosphoryl]methyl]-4-methyl-n-[(2s)-4-methyl-1-(methylamino)-1-oxopentan-2-yl]pentanamide.",train,1,0
"Acetyl acetate and 8-bromo-n-methoxy-n-methyl-5-piperazin-1-ylimidazo[1,5-a]pyridine-6-carboxamide react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, ethyl acetate, n,n-dimethylformamide, n,n-dimethylpyridin-4-amine, chlorane to produce 5-(4-acetylpiperazin-1-yl)-8-bromo-n-methoxy-n-methylimidazo[1,5-a]pyridine-6-carboxamide.",train,0,1
"2-(3,4-dichlorophenyl)acetic acid and (1s)-n-(oxan-2-yloxy)-2-[(3s)-3-(oxan-2-yloxy)pyrrolidin-1-yl]-1-phenylethanamine react together to produce 2-(3,4-dichlorophenyl)-n-(oxan-2-yloxy)-n-[(1s)-2-[(3s)-3-(oxan-2-yloxy)pyrrolidin-1-yl]-1-phenylethyl]acetamide.",train,1,0
"N'-methyl-n'-(1-methylimidazol-2-yl)ethane-1,2-diamine and 3-(3-chlorophenyl)prop-2-ynoic acid react together in the presence of dichloromethane, methanediimine to produce 3-(3-chlorophenyl)-n-[2-[methyl-(1-methylimidazol-2-yl)amino]ethyl]prop-2-ynamide.",train,1,0
"N-methoxymethanamine and 4-(phenylmethoxycarbonylamino)cyclohexane-1-carboxylic acid react together in the presence of chlorane, dichloromethane, oxalyl dichloride, pyridine to produce benzyl n-[4-[methoxy(methyl)carbamoyl]cyclohexyl]carbamate.",train,1,0
