smiles,split,high_yielding,not_high_yielding
O=O.[CH3][CH]([CH]=O)[CH]1[CH2][CH2][CH2][CH2][CH2]1>>[CH3][CH](C(=O)[OH])[CH]1[CH2][CH2][CH2][CH2][CH2]1,train,0,1
[CH3]OC1=[CH][CH]=C(O[CH2]C(O)=O)[CH]=[CH]1.[NH2]C1=NC2=C(N=C(C3=[CH][CH]=[CH]N=[CH]3)S2)C(N2[CH2][CH2][NH][CH2][CH2]2)=N1>>[CH3]OC1=[CH][CH]=C(O[CH2]C(=O)N2[CH2][CH2]N(C3=NC([NH2])=NC4=C3N=C(C3=[CH][CH]=[CH]N=[CH]3)S4)[CH2][CH2]2)[CH]=[CH]1,train,0,1
[CH3][CH2][CH2][CH]([CH2]C(=O)O[CH2][CH3])N1[CH]=[CH]C2=[CH]C([CH2][CH2][CH2]C3=NC4=N[CH]=[CH][CH]=C4[CH]=[CH]3)=[CH][CH]=C21>CO.[Pd]>[CH3][CH2][CH2][CH]([CH2]C(=O)O[CH2][CH3])N1[CH]=[CH]C2=[CH]C([CH2][CH2][CH2]C3=NC4=C([CH]=[CH]3)[CH2][CH2][CH2][NH]4)=[CH][CH]=C21,train,1,0
[CH3][CH2][CH2]N=C=O.[CH3][CH2][CH2][NH2]>>[CH3][CH2][CH2][NH]C(=O)[NH][CH2][CH2][CH3],train,1,0
ClC1=[CH]N=C(SC2=[CH][CH]=[CH][CH]=[CH]2)N=[CH]1.O[OH]>CC(O)=O>O=S(C1=[CH][CH]=[CH][CH]=[CH]1)C1=N[CH]=C(Cl)[CH]=N1,train,0,1
[CH3]C1=NC2=[CH][CH]=[CH][CH]=C2[CH]=C1[NH]C(=S)OC1=CC=CC=C1.[CH3]C1=[CH]C([CH3])=[CH]C(N2[CH2][CH2][NH][CH2][CH2]2)=[CH]1>>[CH3]C1=[CH]C([CH3])=[CH]C(N2[CH2][CH2]N(C(=S)[NH]C3=[CH]C4=[CH][CH]=[CH][CH]=C4N=C3[CH3])[CH2][CH2]2)=[CH]1,train,1,0
FC(F)(F)C1=[CH][CH]=C(C2(C3=[CH]C(OCC4=CC=CC=C4)=C(OCC4=CC=CC=C4)N=N3)[CH2][CH2]2)[CH]=[CH]1.OC1=CC(CCC2=CC=CC=C2)=NNC1=O>>O=C1[NH]N=C(C2(C3=[CH][CH]=C(C(F)(F)F)[CH]=[CH]3)[CH2][CH2]2)[CH]=C1[OH],train,0,1
CC1(C)OC(=O)C(=[CH]C(=O)N([CH2]C2=[CH]C(C#N)=C(F)[CH]=[CH]2)O[CH3])O1>CO>[CH3]OC(=O)C([OH])=[CH]C(=O)N([CH2]C1=[CH]C(C#N)=C(F)[CH]=[CH]1)O[CH3],train,0,1
[CH3]OC1=[CH][CH]=C2C(=[CH]1)C(=O)OC(=O)N2[CH3].[OH]C1=N[NH]C2=[CH][CH]=[CH][CH]=C21>>[CH3][NH]C1=C(C(=O)N2N=C([OH])C3=[CH][CH]=[CH][CH]=C32)[CH]=C(O[CH3])[CH]=[CH]1,train,0,1
O=C1CCC(=O)N1Br.[CH]1=[CH][CH]=C2C(=[CH]1)[CH]=[CH][CH]=C2N1C2=[CH][CH]=[CH][CH]=C2C2=C1[CH]=[CH][CH]=[CH]2>CC1=CC=CC=C1.CCOC(C)=O>BrC1=[CH]C2=C([CH]=[CH]1)N(C1=[CH][CH]=[CH]C3=[CH][CH]=[CH][CH]=C31)C1=[CH][CH]=[CH][CH]=C12,train,1,0
O=C(Cl)C1=[CH]C2=C([CH]=[CH]1)O[CH2]O2.[CH3]C1=C([CH3])C2=C(C([CH3])=C1[NH2])[CH](C1=[CH][CH]=C([CH]([CH3])[CH3])[CH]=[CH]1)C([CH3])([CH3])O2>CCCCCC.CCOCC>[CH3]C1=C([CH3])C2=C(C([CH3])=C1[NH]C(=O)C1=[CH]C3=C([CH]=[CH]1)O[CH2]O3)[CH](C1=[CH][CH]=C([CH]([CH3])[CH3])[CH]=[CH]1)C([CH3])([CH3])O2,train,0,1
[CH3][CH2]C1=[CH]C(C2=[CH][CH]=C(S(=O)(=O)Cl)S2)=C([CH3])[NH]C1=O.[NH2][CH2][CH](C1=[CH][CH]=[CH]N=[CH]1)N1[CH2][CH2]O[CH2][CH2]1>>Cl.Cl.[CH3][CH2]C1=[CH]C(C2=[CH][CH]=C(S(=O)(=O)[NH][CH2][CH](C3=[CH][CH]=[CH]N=[CH]3)N3[CH2][CH2]O[CH2][CH2]3)S2)=C([CH3])[NH]C1=O,train,0,1
O=[CH][CH]([CH]=O)C1=[CH][CH]=N[CH]=[CH]1.[CH3]C(=O)[NH][CH2][C@H]1[CH2]N(C2=[CH]C(F)=C([NH][NH2])[CH]=[CH]2)C(=O)O1>CCO>[CH3]C(=O)[NH][CH2][C@H]1[CH2]N(C2=[CH]C(F)=C(N3[CH]=C(C4=[CH][CH]=N[CH]=[CH]4)[CH]=N3)[CH]=[CH]2)C(=O)O1,train,0,1
CC(C)(C)OC(=O)[CH]([NH]S(=O)(=O)C1=[CH][CH]=C(C2=[CH][CH]=C(OC(=O)[NH]C3=[CH]SC4=C3[CH]=[CH][CH]=[CH]4)[CH]=[CH]2)[CH]=[CH]1)[CH]([CH3])[CH3].OC(=O)C(F)(F)F>ClCCl>[CH3][CH]([CH3])[CH]([NH]S(=O)(=O)C1=[CH][CH]=C(C2=[CH][CH]=C(OC(=O)[NH]C3=[CH]SC4=C3[CH]=[CH][CH]=[CH]4)[CH]=[CH]2)[CH]=[CH]1)C(=O)[OH],train,0,1
OC(=O)C1=C(Cl)[CH]=C([OH])[CH]=[CH]1.[CH3]OC(=O)[C@@H]([NH2])[CH2]C1=[CH][CH]=C([NH]C(=O)C2=C(Cl)[CH]=[CH][CH]=C2Cl)[CH]=[CH]1>>[CH3]OC(=O)[C@H]([CH2]C1=[CH][CH]=C([NH]C(=O)C2=C(Cl)[CH]=[CH][CH]=C2Cl)[CH]=[CH]1)[NH]C(=O)C1=C(Cl)[CH]=C([OH])[CH]=[CH]1,train,0,1
O=C([CH2]C(=O)C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1.O[CH2]C1=[CH][CH]=[CH]C2=[CH][CH]=[CH][CH]=C21>C[N+](=O)[O-]>O=C(C1=[CH][CH]=[CH][CH]=[CH]1)[CH]([CH2]C1=[CH][CH]=[CH]C2=[CH][CH]=[CH][CH]=C21)C(=O)C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
[CH3]C(=O)C1=[CH]C([CH3])=C(OC2=[CH][CH]=C(F)[CH]=[CH]2)N=[CH]1.[CH3]C([CH3])([CH3])S([NH2])=O>>[CH3]C1=C(OC2=[CH][CH]=C(F)[CH]=[CH]2)N=[CH]C([CH]([CH3])[NH]S(=O)C([CH3])([CH3])[CH3])=[CH]1,train,1,0
[CH3]C1=[CH][CH]=C(/C=C/C2(C(=O)C3CCCCO3)[NH][NH]C3=[CH][CH]=C(C4=NN(C(C5=CC=CC=C5)(C5=CC=CC=C5)C5=CC=CC=C5)[CH]=N4)[CH]=C32)[CH]=[CH]1>C1COCCO1.Cl>[CH3]C1=[CH][CH]=C(/C=C/C2=N[NH]C3=[CH][CH]=C(C4=N[NH][CH]=N4)[CH]=C32)[CH]=[CH]1,train,1,0
CCOC(=O)[NH]C1=NC2=[CH][CH]=C(O[CH3])[CH]=C2N=C1O[CH3].[CH3]C1=[CH]C([CH3])=[CH]C(N2[CH2][CH2][NH][CH2][CH2]2)=[CH]1>>[CH3]OC1=[CH][CH]=C2N=C([NH]C(=O)N3[CH2][CH2]N(C4=[CH]C([CH3])=[CH]C([CH3])=[CH]4)[CH2][CH2]3)C(O[CH3])=NC2=[CH]1,train,1,0
C=[CH][C@H]1[CH2][C@@H]2[C@H]([CH2][CH2][C@@]3([CH3])[C@H]2[CH2]C24O[CH2][CH2]OC23O[CH2][CH2]O4)[C@@]2([CH3])[CH2][CH2][CH2][CH2][CH]12.C[C@]12CCCCC1[C@H](CO)C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC13OCCOC12OCCO3>>[CH3][C@]12[CH2][CH2][CH2][CH2][CH]1[C@@H]([CH2][CH2][OH])[CH2][C@@H]1[C@@H]2[CH2][CH2][C@@]2([CH3])[C@H]1[CH2]C13O[CH2][CH2]OC12O[CH2][CH2]O3,train,1,0
CCCCOC1=[CH][CH]=C2[CH]=[CH]C([OH])=[CH]C2=[CH]1>ClC(Cl)(Cl)Cl.OC1=CC2=CC=CC=C2C=C1>[OH]C1=C(C2=C([OH])[CH]=[CH]C3=[CH][CH]=[CH][CH]=C32)C2=[CH][CH]=[CH][CH]=C2[CH]=[CH]1,train,1,0
[CH3]OC1=[CH]C2=C([CH]=[CH]1)C(C(=O)C1=[CH][CH]=C(F)[CH]=[CH]1)=C(C1=[CH][CH]=C(O[CH2][CH2]N3[CH2][CH2][CH2][CH2]3)[CH]=[CH]1)S2.[CH3][CH2]N([CH2][CH3])[C@@H]1[CH2][CH2][CH2][CH2][C@H]1[OH]>>[CH3][CH2]N([CH2][CH3])[C@@H]1[CH2][CH2][CH2][CH2][C@H]1OC1=[CH][CH]=C(C(=O)C2=C(C3=[CH][CH]=C(O[CH2][CH2]N4[CH2][CH2][CH2][CH2]4)[CH]=[CH]3)SC3=C2[CH]=[CH]C(O[CH3])=[CH]3)[CH]=[CH]1,train,0,1
[CH3]C1=[CH][CH]=C([CH2][CH]2[CH2][CH2][NH][CH2][CH]2[OH])[CH]=[CH]1.[CH3]O[C@@](C(=O)Cl)(C1=[CH][CH]=[CH][CH]=[CH]1)C(F)(F)F>>[CH3]O[C@@](C(=O)O[C@@H]1[CH2]N([CH2]C2=[CH][CH]=[CH][CH]=[CH]2)[CH2][CH2][C@@H]1[CH2]C1=[CH][CH]=C([CH3])[CH]=[CH]1)(C1=[CH][CH]=[CH][CH]=[CH]1)C(F)(F)F,train,0,1
[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]C1=C([CH]=O)S[CH]=[CH]1>C1CCOC1.Cl[Ti](Cl)(Cl)Cl.[Zn]>[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]C1=C(/C=C/C2=C([CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH3])[CH]=[CH]S2)S[CH]=[CH]1,train,1,0
[CH3]C([CH3])([CH3])[Si]([CH3])([CH3])O[CH2][CH2][C@@H]1[CH2]O1.[CH3][CH2]OC1=[CH][CH]=C([NH2])[CH]=[CH]1>CCOC(C)=O>[CH3][CH2]OC1=[CH][CH]=C([NH][CH2][C@H]([OH])[CH2][CH2]O[Si]([CH3])([CH3])C([CH3])([CH3])[CH3])[CH]=[CH]1,train,0,1
O=C([OH])[CH2][CH2]C#C[CH2][CH2]C(=O)[OH]>CCO.[Pd]>O=C([OH])[CH2][CH2][CH2][CH2][CH2][CH2]C(=O)[OH],train,0,1
CC(=O)O[CH](C(=O)N1[C@@H]([CH2]C2=[CH][CH]=[CH][CH]=[CH]2)[CH2]OC1([CH3])[CH3])C1=[CH][CH]=C(C2=[CH][CH]=C(C3=[CH][CH]=[CH][CH]=[CH]3)[CH]=[CH]2)O1.CC1(C)OC[C@H](CC2=CC=CC=C2)N1C(=O)CC1=CN(C2=CC=C(C3=CC=CC=C3)C=C2)C=C1>>[CH3]C1([CH3])O[CH2][C@H]([CH2]C2=[CH][CH]=[CH][CH]=[CH]2)N1C(=O)[CH2]C1=[CH][CH]=C(C2=[CH][CH]=C(C3=[CH][CH]=[CH][CH]=[CH]3)[CH]=[CH]2)O1,train,0,1
O=[N+]([O-])[OH].[CH3][CH]([CH3])[CH2]N1C(=O)[CH2]OC2=C1[CH]=[CH]C(F)=[CH]2>CC(=O)OC(C)=O.CC(O)=O>[CH3][CH]([CH3])[CH2]N1C(=O)[CH2]OC2=C1[CH]=C([N+](=O)[O-])C(F)=[CH]2,train,1,0
COC(=O)C1=[CH]C(C2=[CH]C([CH3])=C(F)[CH]=[CH]2)=N[NH]C1=O.CS(=O)(=O)O[CH2][CH2][CH2]C1=[CH][CH]=C(Cl)[CH]=[CH]1>>[CH3]C1=C(F)[CH]=[CH]C(C2=NN([CH2][CH2][CH2]C3=[CH][CH]=C(Cl)[CH]=[CH]3)C(=O)C(C(=O)[OH])=[CH]2)=[CH]1,train,1,0
O=C([OH])C1=N[CH]=[CH][CH]=C1[OH].[NH2]C1=[CH]C(C(F)(F)F)=[CH]C(C(F)(F)F)=[CH]1>>O=C([NH]C1=[CH]C(C(F)(F)F)=[CH]C(C(F)(F)F)=[CH]1)C1=N[CH]=[CH][CH]=C1[OH],train,0,1
CCOC(=O)[CH]([CH2]C1=[CH][CH]=C2[NH][CH]=[CH]C2=[CH]1)O[CH2][CH3].Cl[CH2]C1=[CH]SC(C2=[CH][CH]=[CH][CH]=[CH]2)=N1>>[CH3][CH2]O[CH]([CH2]C1=[CH][CH]=C2C(=[CH]1)[CH]=[CH]N2[CH2]C1=[CH]SC(C2=[CH][CH]=[CH][CH]=[CH]2)=N1)C(=O)[OH],train,0,1
[CH3]C(=O)C1=[CH][CH]=C(S([NH2])(=O)=O)[CH]=[CH]1.[CH3]OC1=[CH]C(O[CH2]C2=N[CH]=[CH][CH]=[CH]2)=C([CH]=O)[CH]=C1C1=[CH][CH]=[CH]S1>>[CH3]OC1=[CH]C(O[CH2]C2=N[CH]=[CH][CH]=[CH]2)=C(/C=C/C(=O)C2=[CH][CH]=C(S([NH2])(=O)=O)[CH]=[CH]2)[CH]=C1C1=[CH][CH]=[CH]S1,train,1,0
[CH3]C1=[CH]C(C([OH])(C(F)(F)F)C(F)(F)F)=C(I)[CH]=[CH]1.[CH3]O[CH2]Cl>CCN(C(C)C)C(C)C>[CH3]O[CH2]OC(C1=C(I)[CH]=[CH]C([CH3])=[CH]1)(C(F)(F)F)C(F)(F)F,train,1,0
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)NC2=CN=C3NC(C#CCN(C)C)=CC3=C2)=C1F.[CH3][CH2][CH2]S(=O)(=O)[NH]C1=[CH][CH]=C(F)C(C(=O)[NH]C2=[CH]N=C3[NH][CH]=C(C#C[CH2][OH])C3=[CH]2)=C1F>>[CH3][CH2][CH2]S(=O)(=O)[NH]C1=[CH][CH]=C(F)C(C(=O)[NH]C2=[CH]N=C3[NH][CH]=C([CH2][CH2][CH2][OH])C3=[CH]2)=C1F,train,1,0
CCOC1=C(Cl)C=C(C=O)C=C1.[CH3][CH2][CH2]OC1=C(Br)[CH]=C([CH]=O)[CH]=[CH]1>>[CH3][CH2][CH2]OC1=C(Br)[CH]=C(C(=O)[OH])[CH]=[CH]1,train,1,0
CCO[CH]=C1C(=O)[NH]C2=[CH][CH]=C3N=[CH]SC3=C21.[NH2]C1=[CH][CH]=C(S(=O)(=O)[NH]C2=N[CH]=[CH]S2)[CH]=[CH]1>>O=C1[NH]C2=[CH][CH]=C3N=[CH]SC3=C2C1=[CH][NH]C1=[CH][CH]=C(S(=O)(=O)[NH]C2=N[CH]=[CH]S2)[CH]=[CH]1,train,0,1
[CH3]OC1=[CH][CH]=C([CH]=O)[CH]=[CH]1.[NH2]C(=O)[CH2][CH2][SH]>C1=CC=CC=C1>[CH3]OC1=[CH][CH]=C([CH]2[NH]C(=O)[CH2][CH2]S2)[CH]=[CH]1,train,1,0
O=S(Cl)Cl.[CH3][CH2]N1[CH]=C(C(O)=O)C(=O)N2C1=NC1=C2[CH]=[CH][CH]=[CH]1>>[CH3][CH2]N1[CH]=C(C(=O)[NH]C2=[CH][CH]=[CH][CH]=[CH]2)C(=O)N2C1=NC1=C2[CH]=[CH][CH]=[CH]1,train,1,0
C=C([CH3])[C@@H]1[CH2][CH2][C@]2(NCCN3CCS(=O)(=O)CC3)[CH2][CH2][C@]3([CH3])[C@H]([CH2][CH2][C@@H]4[C@@]5([CH3])[CH2][CH]=C(OS(=O)(=O)C(F)(F)F)C([CH3])([CH3])[C@@H]5[CH2][CH2][C@]43[CH3])[C@@H]12.CC(=C)[C@@H]1CC[C@]2(C=O)CC[C@]3(C)C(CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12>>C=C([CH3])[C@@H]1[CH2][CH2][C@]2([CH]=O)[CH2][CH2][C@]3([CH3])[C@H]([CH2][CH2][C@@H]4[C@@]5([CH3])[CH2][CH]=C(OS(=O)(=O)C(F)(F)F)C([CH3])([CH3])[C@@H]5[CH2][CH2][C@]43[CH3])[C@@H]12,train,1,0
[CH3]C(=O)Cl.[CH3]S(=O)(=NC(=O)[CH]1[CH2][CH2][NH][CH2][CH2]1)C1=[CH][CH]=C(C(=O)[NH]C2=C(C(=O)[NH]C3=N[CH]=C(Cl)[CH]=[CH]3)[CH]=C(Cl)[CH]=[CH]2)[CH]=[CH]1>>[CH3]C(=O)N1[CH2][CH2][CH](C(=O)N=S([CH3])(=O)C2=[CH][CH]=C(C(=O)[NH]C3=C(C(=O)[NH]C4=N[CH]=C(Cl)[CH]=[CH]4)[CH]=C(Cl)[CH]=[CH]3)[CH]=[CH]2)[CH2][CH2]1,train,1,0
CC(=O)OC([CH3])=O.[CH2]1[CH2][CH2]O[CH2]1>CC(O)=O>[CH3]C(=O)[O-].[CH3][CH2]O[CH2][CH3],train,0,1
[CH3]C1=NOC([CH3])=C1[CH2]N1[CH]=C(N2C(=O)[NH]N([CH2]C3=[CH][CH]=[CH][CH]=[CH]3)C2=O)[CH]=N1.[CH3]O[CH2][CH2]Br>>[CH3]O[CH2][CH2]N1C(=O)N(C2=[CH]N([CH2]C3=C([CH3])ON=C3[CH3])N=[CH]2)C(=O)N1[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
O=C(Cl)C1=[CH]C(F)=[CH]C(F)=[CH]1.[NH2]C1=NC(C2=[CH][CH]=C(F)[CH]=[CH]2)=C([CH2]C2=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]2)S1>>O=C([NH]C1=NC(C2=[CH][CH]=C(F)[CH]=[CH]2)=C([CH2]C2=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]2)S1)C1=[CH]C(F)=[CH]C(F)=[CH]1,train,0,1
O=C([OH])C1=C(F)[CH]=N[CH]=[CH]1.[NH2][CH2][CH]1[CH2][CH2]OC2=[CH][CH]=[CH][CH]=C21>>O=C([OH])C1=C([NH][CH2][CH]2[CH2][CH2]OC3=[CH][CH]=[CH][CH]=C32)[CH]=N[CH]=[CH]1,train,0,1
BrCC1=[CH]C(Br)=[CH][CH]=[CH]1.CCN(CC)[CH2][CH3]>CN.CO>[NH2][CH2][CH2]C1=[CH]C(Br)=[CH][CH]=[CH]1,train,0,1
[CH3]O[CH2]C(O)=O.[CH3][C@H]([CH2][NH2])OC1=C2C(=[CH][CH]=[CH]1)N=[CH]N=C2[NH]C1=[CH]C(Cl)=C([OH])[CH]=[CH]1>>[CH3]O[CH2]C(=O)[NH][CH2][C@@H]([CH3])OC1=C2C(=[CH][CH]=[CH]1)N=[CH]N=C2[NH]C1=[CH]C(Cl)=C([OH])[CH]=[CH]1,train,1,0
CC(C)[C@@H](C(O)=O)N1CC2=CC(C3=CC=C(NC(=S)NC4=C(F)C=CC=C4)C=C3)=CC=C2C1=O.COC(=O)[C@H]([CH]([CH3])[CH3])N1[CH2]C2=[CH]C(C3=[CH][CH]=C([NH]C(=S)[NH]C4=[CH]C(F)=[CH][CH]=[CH]4)[CH]=[CH]3)=[CH][CH]=C2C1=O>>[CH3][CH]([CH3])[C@@H](C(=O)[OH])N1[CH2]C2=[CH]C(C3=[CH][CH]=C([NH]C(=S)[NH]C4=[CH]C(F)=[CH][CH]=[CH]4)[CH]=[CH]3)=[CH][CH]=C2C1=O,train,0,1
Cl.[CH3][CH2]OC1=C(O[CH2][CH3])[CH]=C2C(=[CH]1)[CH2][CH2][NH][CH]2[CH]([CH2]Cl)[CH2]Cl>CCO.CCOCC>Cl.[CH3][CH2]OC1=C(O[CH2][CH3])[CH]=C2C(=[CH]1)[CH2][CH2]N1[CH2][CH]([CH2]Cl)[CH]21,train,1,0
OC(=O)[CH2]C1=C2[CH]=[CH][CH]=NC2=[CH][CH]=[CH]1.[CH3]OC(=O)C1=C([NH2])S[CH]=C1Br>>[CH3]OC(=O)C1=C([NH]C(=O)[CH2]C2=C3[CH]=[CH][CH]=NC3=[CH][CH]=[CH]2)S[CH]=C1Br,train,0,1
CCOC(=O)C1=[CH]N=C(Cl)[CH]=[CH]1.[OH][CH2]C1=N[CH]=[CH]S1>>O=C([OH])C1=[CH]N=C(O[CH2]C2=N[CH]=[CH]S2)[CH]=[CH]1,train,0,1
O=S(=O)([NH]C1=N[CH]=[CH]N=C1C1=[CH][CH]=C([CH2]Cl)[CH]=[CH]1)C1=C(Cl)[CH]=[CH][CH]=[CH]1.[CH3][NH]C1=C(F)[CH]=[CH][CH]=[CH]1>>[CH3]N([CH2]C1=[CH][CH]=C(C2=N[CH]=[CH]N=C2[NH]S(=O)(=O)C2=C(Cl)[CH]=[CH][CH]=[CH]2)[CH]=[CH]1)C1=C(F)[CH]=[CH][CH]=[CH]1,train,1,0
[CH3]OC1=[CH][CH]=C([CH2][NH2])[CH]=[CH]1.[CH3][CH2]OC(=O)C1=C(Cl)C2=[CH][CH]=[CH]C([N+](=O)[O-])=C2N=[CH]1>>[CH3][CH2]OC(=O)C1=C([NH][CH2]C2=[CH][CH]=C(O[CH3])[CH]=[CH]2)C2=[CH][CH]=[CH]C([NH2])=C2N=[CH]1,test,1,0
C[Si](C)(C)C1([SiH2][CH](Cl)Cl)[CH]=[CH][CH]=[CH]1.Cl[Ti](Cl)(Cl)Cl>>Cl[CH](Cl)[SiH2]C1([Ti+3])[CH]=[CH][CH]=[CH]1.[Cl-].[Cl-].[Cl-],train,0,1
CC(=O)O[CH2][C@H]1O[C@@H](S[C@@H]2[CH2][CH2][CH2][C@H](N3[CH]=C(C4=C(F)[CH]=[CH][CH]=[CH]4)N=N3)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](N2[CH]=C(C3=C(F)[CH]=[CH][CH]=[CH]3)N=N2)[C@H]1OC(C)=O>C[O-].[Na+]>[OH][CH2][C@H]1O[C@@H](S[C@@H]2[CH2][CH2][CH2][C@H](N3[CH]=C(C4=C(F)[CH]=[CH][CH]=[CH]4)N=N3)[C@H]2[OH])[C@H]([OH])[C@@H](N2[CH]=C(C3=C(F)[CH]=[CH][CH]=[CH]3)N=N2)[C@H]1[OH],train,0,1
[CH3]C([CH3])([CH3])OC(=O)[NH][CH2][CH2]OC1=C(C(O)=O)[CH]=[CH]C(N2[CH2][CH2]O[CH2][CH2]2)=[CH]1.[NH2]C1=C(C(=O)[NH]C2=N[CH]=C(Cl)[CH]=[CH]2)[CH]=[CH]C(Cl)=[CH]1>>[CH3]C([CH3])([CH3])OC(=O)[NH][CH2][CH2]OC1=C(C(=O)[NH]C2=C(C(=O)[NH]C3=N[CH]=C(Cl)[CH]=[CH]3)[CH]=[CH]C(Cl)=[CH]2)[CH]=[CH]C(N2[CH2][CH2]O[CH2][CH2]2)=[CH]1,train,1,0
Br.CCOC(=O)N1[CH2][CH2]C(=C(C2=[CH][CH]=C(F)[CH]=[CH]2)C2=[CH][CH]=[CH]N=[CH]2)[CH2][CH2]1>>FC1=[CH][CH]=C(C(C2=[CH][CH]=[CH]N=[CH]2)=C2[CH2][CH2][NH][CH2][CH2]2)[CH]=[CH]1,train,0,1
OC1=C(I)[CH]=[CH][CH]=[CH]1.[CH3]N1[CH2][CH]=C([CH2][OH])[CH2][CH2]1>>[CH3]N1[CH2][CH]=C([CH2]OC2=C(I)[CH]=[CH][CH]=[CH]2)[CH2][CH2]1,train,1,0
O=C([NH]C1=[CH][CH]=N[CH]=[CH]1)OC1=CC=CC=C1.[CH3][NH]C(=O)[NH]C1=[CH][CH]=C(C2=NC(N3[CH]([CH3])[CH2]O[CH2][CH]3[CH3])=NC(C3=[CH][CH]=C([NH2])[CH]=[CH]3)=N2)[CH]=[CH]1>>[CH3][NH]C(=O)[NH]C1=[CH][CH]=C(C2=NC(N3[CH]([CH3])[CH2]O[CH2][CH]3[CH3])=NC(C3=[CH][CH]=C([NH]C(=O)[NH]C4=[CH][CH]=N[CH]=[CH]4)[CH]=[CH]3)=N2)[CH]=[CH]1,train,0,1
O=C([OH])C1=[CH]C(Br)=[CH][CH]=C1[OH].[CH3][CH2]C1=C(C2=[CH][CH]=[CH][CH]=[CH]2)SC([NH2])=N1>>[CH3][CH2]C1=C(C2=[CH][CH]=[CH][CH]=[CH]2)SC([NH]C(=O)C2=C([OH])[CH]=[CH]C(Br)=[CH]2)=N1,train,0,1
[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2]/C=C\[CH2][CH2][CH2][CH2][CH2][CH2][CH2]C(=O)Cl.[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2]/C=C\[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]C(=O)[OH]>CCCCCC.CCOC(C)=O>[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH]=[CH][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]OC(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH]=[CH][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH3],train,1,0
CO[SiH](OC)OC.CO[Si]([CH2][CH2][CH2]OC(=O)C(=C)[CH3])(OC)OC>C=CCCl.CC1=CC=CC=C1.[Pt]>C=[CH][CH2]OC(=O)C(=C)[CH3],train,1,0
O=S(=O)(O[CH2]C(F)(F)F)C(F)(F)F.OC1=[CH][CH]=C([OH])[CH]=[CH]1>CC(C)=O>FC(F)(F)[CH2]OC1=[CH][CH]=C(O[CH2]C(F)(F)F)[CH]=[CH]1,train,1,0
O=S(=O)(Cl)Cl.[CH3][CH2]C(=O)[CH2]C(=O)O[CH3]>CC1=CC=CC=C1>[CH3][CH2]C(=O)[CH](Cl)C(=O)O[CH3],train,1,0
[CH3]OC1=C(O[CH3])[CH]=C2C(=[CH]1)N=[CH]C(C#N)=C2[NH]C1=C2O[CH2]OC2=C(/C=C/C(O)=O)[CH]=[CH]1.[CH3]O[CH2][CH2][NH2]>>[CH3]O[CH2][CH2][NH]C(=O)/C=C/C1=C2O[CH2]OC2=C([NH]C2=C(C#N)[CH]=NC3=[CH]C(O[CH3])=C(O[CH3])[CH]=C32)[CH]=[CH]1,train,0,1
O=C(Cl)[CH]1[CH2][CH2][CH2]1.[CH3]OC1=[CH][CH]=C(N2[CH2][CH2]O[CH2][CH2]2)C2=C1N=C([NH]C(=O)C1=[CH][CH]=C([CH2][NH2])[CH]=[CH]1)S2>>[CH3]OC1=[CH][CH]=C(N2[CH2][CH2]O[CH2][CH2]2)C2=C1N=C([NH]C(=O)C1=[CH][CH]=C([CH2][NH]C(=O)[CH]3[CH2][CH2][CH2]3)[CH]=[CH]1)S2,train,0,1
CC1(C)OB(C2=[CH]C(C3=[CH][CH]=[CH][CH]=C3C#N)=C(F)[CH]=[CH]2)OC1(C)C.ClC1=C2[CH]=[CH]C(C3=[CH][CH]=[CH]N=[CH]3)=NC2=N[CH]=[CH]1>>N#CC1=[CH][CH]=[CH][CH]=C1C1=C(F)[CH]=[CH]C(C2=[CH][CH]=NC3=NC(C4=[CH][CH]=[CH]N=[CH]4)=[CH][CH]=C23)=[CH]1,train,1,0
[NH2]S(=O)(=O)Cl.[OH][CH2]C1=[CH][CH]=[CH][CH]=[CH]1>>[NH2]S(=O)(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
