sentences,split,not_high_yielding,high_yielding
4-bromo-2-[(4-chlorophenyl)methylsulfonyl]pyridine and bromoethane react together to produce 4-bromo-2-[1-(4-chlorophenyl)propylsulfonyl]pyridine.,train,0,1
Pyrimidine-5-carbaldehyde and [3-(trifluoromethyl)phenyl]hydrazine react together to produce n-[(z)-pyrimidin-5-ylmethylideneamino]-3-(trifluoromethyl)aniline.,train,0,1
"Azane and [(2-chloropyridine-4-carbonyl)amino]thiourea react together to produce 5-(2-chloropyridin-4-yl)-1,3,4-thiadiazol-2-amine.",train,0,1
"Methyl 3-(3-methoxyphenyl)prop-2-enoate and 2-amino-1-[(4-methoxyphenyl)methyl]-4,5,6,7-tetrahydroindole-3-carbonitrile react together to produce methyl 4-amino-9-[(4-methoxyphenyl)methyl]-2-phenyl-5,6,7,8-tetrahydropyrido[2,3-b]indole-3-carboxylate.",train,0,1
"4,4,6-trimethyl-1,3-diazinane reacts in the presence of oxocobalt to produce 4,6,6-trimethyl-4,5-dihydro-1h-pyrimidine.",train,1,0
"N-[2-[(2,4-dibromo-6-nitrophenyl)diazenyl]-5-(diethylamino)phenyl]acetamide and 2-[n-(2-acetyloxyethyl)-4-[(2-bromo-4-nitrophenyl)diazenyl]anilino]ethyl acetate react together to produce 2-[n-(2-acetyloxyethyl)-4-[(2-cyano-4-nitrophenyl)diazenyl]anilino]ethyl acetate.",train,1,0
"1,1,2,2-tetrafluoro-1-(2,2,2-trifluoroethoxy)ethane reacts in the presence of nickel to produce 1,1,1,2,2,3,4,4-octafluoro-3-(2,2,2-trifluoroethoxy)butane.",train,1,0
"2-(4-fluorophenyl)ethanamine and n-benzyl-3-(7h-pyrrolo[2,3-d]pyrimidin-4-ylamino)thiophene-2-carboxamide react together to produce n-[2-(4-fluorophenyl)ethyl]-3-(7h-pyrrolo[2,3-d]pyrimidin-4-ylamino)thiophene-2-carboxamide.",train,1,0
"1-[[4-(bromomethyl)phenyl]methyl]-3-(2-fluorophenyl)-2lambda6,1,3-benzothiadiazole 2,2-dioxide and methanamine react together to produce 1-[4-[[3-(2-fluorophenyl)-2,2-dioxo-2lambda6,1,3-benzothiadiazol-1-yl]methyl]phenyl]-n-methylmethanamine.",train,0,1
"N-[5-[[3-(dimethylamino)benzoyl]amino]-2-methylphenyl]-2-fluorobenzamide and n,n',n'-trimethylpropane-1,3-diamine react together to produce 3-(dimethylamino)-n-[3-[[4-[3-(dimethylamino)propyl-methylamino]benzoyl]amino]-4-methylphenyl]benzamide.",train,1,0
"1-chloropyrrolidine-2,5-dione and ethyl 6-amino-2,3-dimethoxybenzoate react together to produce ethyl 2-amino-3-chloro-5,6-dimethoxybenzoate.",train,1,0
4-cyclohexylbutan-1-amine and isocyanate react together to produce 4-isocyanatobutylcyclohexane.,train,0,1
4-[2-[1-benzhydryl-2-[2-(benzylsulfonylamino)ethyl]-5-chloroindol-3-yl]ethoxy]benzoic acid and naphthalene-2-sulfonyl chloride react together to produce 4-[2-[1-benzhydryl-5-chloro-2-[2-(naphthalen-2-ylsulfonylamino)ethyl]indol-3-yl]ethoxy]benzoic acid.,train,1,0
Cyclohexanone and tert-butyl 4-piperidin-4-ylpiperazine-1-carboxylate react together to produce tert-butyl 4-(1-cyclohexylpiperidin-4-yl)piperazine-1-carboxylate.,train,0,1
2-bromo-n-[3-(trifluoromethyl)phenyl]acetamide and 4-methyl-1h-benzimidazole react together to produce 2-(4-methylbenzimidazol-1-yl)-n-[3-(trifluoromethyl)phenyl]acetamide.,train,1,0
2-chloro-1-phenylindole-3-carbaldehyde and 1h-imidazole react together to produce 2-imidazol-1-yl-1-phenylindole-3-carbaldehyde.,train,1,0
"4,6-dichloropyrimidine and n-[3-[(3-hydroxybenzoyl)amino]-4-methylphenyl]-3-morpholin-4-ylbenzamide react together to produce n-[3-[[3-(6-chloropyrimidin-4-yl)oxybenzoyl]amino]-4-methylphenyl]-3-morpholin-4-ylbenzamide.",train,1,0
Triethylsilane and [5-(4-methoxyphenyl)thiophen-2-yl]-phenylmethanol react together to produce 2-benzyl-5-(4-methoxyphenyl)thiophene.,train,0,1
"2-(4-amino-3,5-dichloropyridin-2-yl)oxyethanol reacts in the presence of chlorane to produce chlorane.",train,0,1
"2,3-dibromoprop-1-ene and n-[[(benzhydrylideneamino)methyl-ethoxyphosphoryl]methyl]-1,1-diphenylmethanimine react together to produce n-[1-[[1-(benzhydrylideneamino)-3-bromobut-3-enyl]-ethoxyphosphoryl]-3-bromobut-3-enyl]-1,1-diphenylmethanimine.",train,0,1
"2-oxo-2-[1-[4-(trifluoromethyl)phenyl]ethyl-[[4-(3-undecyl-1,2,4-oxadiazol-5-yl)phenyl]methyl]amino]acetic acid and (2r,3r,4r,5s)-6-(methylamino)hexane-1,2,3,4,5-pentol react together to produce 2-oxo-2-[1-[4-(trifluoromethyl)phenyl]ethyl-[[4-(3-undecyl-1,2,4-oxadiazol-5-yl)phenyl]methyl]amino]acetic acid.",train,0,1
"4-chloro-2-benzofuran-1,3-dione and formamide react together in the presence of oxidane to produce 4-chloroisoindole-1,3-dione.",train,0,1
"1,4-bis-(4-methylphenyl)sulfonylanthracene-9,10-dione and propan-2-amine react together to produce 1-(4-methylphenyl)sulfonyl-4-(propan-2-ylamino)anthracene-9,10-dione.",train,0,1
"Tert-butyl n-[5-[(5-hydroxy-2,3-dihydroindol-1-yl)methyl]-2,2-dimethyl-1,3-dioxan-5-yl]carbamate and 2,3-dihydro-1h-indol-4-ol react together to produce tert-butyl n-[5-[(4-hydroxy-2,3-dihydroindol-1-yl)methyl]-2,2-dimethyl-1,3-dioxan-5-yl]carbamate.",train,0,1
"6-methylhept-6-en-2-one and 3-methylbut-2-enal react together in the presence of oxygen(2-), zinc(2+) to produce 2,10-dimethylundeca-1,7,9-trien-6-one.",train,0,1
"2,2,2-trifluoroethane-1,1-diol and 4-chlorophenol react together to produce 4-chloro-2-(2,2,2-trifluoro-1-hydroxyethyl)phenol.",train,1,0
"2-[4-[(5-methoxy-3,4-dihydro-2h-chromen-3-yl)amino]butyl]isoindole-1,3-dione and 1-[4-[(5-methoxy-3,4-dihydro-2h-chromen-3-yl)amino]butyl]-4,4-dimethylpiperidine-2,6-dione react together to produce 1-[4-[(5-methoxy-3,4-dihydro-2h-chromen-3-yl)-propylamino]butyl]-4,4-dimethylpiperidine-2,6-dione.",train,0,1
Ethyl 2-(1h-indol-2-ylsulfanyl)-2-phenylpropanoate and ethyl 2-bromoacetate react together to produce ethyl 2-[1-(2-ethoxy-2-oxoethyl)indol-2-yl]sulfanyl-2-phenylpropanoate.,train,1,0
"(4-nitrophenyl)methyl (2s,4s)-2-(dimethylcarbamoyl)-4-sulfanylpyrrolidine-1-carboxylate and (4-nitrophenyl)methyl (5s,6s)-3-(benzenesulfinyl)-6-[(1r)-1-[tert-butyl(dimethyl)silyl]oxyethyl]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate react together to produce (4-nitrophenyl)methyl (5s,6s)-6-[(1r)-1-[tert-butyl(dimethyl)silyl]oxyethyl]-3-[(3s,5s)-5-(dimethylcarbamoyl)-1-[(4-nitrophenyl)methoxycarbonyl]pyrrolidin-3-yl]sulfanyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate.",train,0,1
"5-[2-(bromomethyl)phenyl]-3-(3-chlorophenyl)-1-methyl-1,2,4-triazole and n-methylmethanamine react together in the presence of benzene to produce 1-[2-[5-(3-chlorophenyl)-2-methyl-1,2,4-triazol-3-yl]phenyl]-n,n-dimethylmethanamine.",train,0,1
"N,n-bis[4-tert-butyl-5-[5-chloro-2-(2,5-difluoro-4-pyrazol-1-ylsulfonylphenoxy)phenyl]-1,2-benzoxazol-3-yl]carbamate and 4-chloro-2-pyrazolo[1,5-a]pyrimidin-3-ylphenol react together to produce 5-[5-chloro-2-(2,5-difluoro-4-pyrazol-1-ylsulfonylphenoxy)phenyl]-1,2-benzoxazol-3-amine.",train,1,0
"2-[5-[(4,4-dimethyl-1,1-dioxo-1,2,5-thiadiazolidin-2-yl)methyl]-1h-indol-3-yl]ethanamine and tert-butyl 4,4-dimethyl-1,1-dioxo-1,2,5-thiadiazolidine-2-carboxylate react together to produce tert-butyl 4,4-dimethyl-5-[[3-[2-[(2-methylpropan-2-yl)oxycarbonylamino]ethyl]-1h-indol-5-yl]methyl]-1,2,5-thiadiazolidine-2-carboxylate.",train,0,1
"3-amino-2,2-dimethylpropan-1-ol and 1-(isocyanatomethyl)-4-methoxybenzene react together to produce 1-(3-hydroxy-2,2-dimethylpropyl)-3-[(4-methoxyphenyl)methyl]urea.",train,0,1
"2-(4-bromophenyl)ethanamine and n-benzyl-3-(7h-pyrrolo[2,3-d]pyrimidin-4-ylamino)thiophene-2-carboxamide react together to produce n-[2-(4-bromophenyl)ethyl]-3-(7h-pyrrolo[2,3-d]pyrimidin-4-ylamino)thiophene-2-carboxamide.",train,1,0
Triethyl phosphite and tert-butyl 2-bromoacetate react together to produce tert-butyl 2-diethoxyphosphorylacetate.,train,0,1
"1,3-dibromobenzene and (2s)-2-methyloxan-4-one react together to produce (2s,4r)-4-(3-bromophenyl)-2-methyloxan-4-ol.",train,1,0
"(1-methoxy-2,2,6,6-tetramethylpiperidin-4-yl) prop-2-enoate and bis(1-hydroxy-2,2,6,6-tetramethylpiperidin-4-yl) benzene-1,3-dicarboxylate react together to produce bis[1-[3-(1-methoxy-2,2,6,6-tetramethylpiperidin-4-yl)oxy-3-oxopropoxy]-2,2,6,6-tetramethylpiperidin-4-yl] benzene-1,3-dicarboxylate.",train,1,0
"1,1,1-trifluoro-2-iodoethane and 4-[3-(naphthalen-2-ylmethoxy)phenyl]oxane-4-thiol react together to produce 4-[3-(naphthalen-2-ylmethoxy)phenyl]-4-(2,2,2-trifluoroethylsulfanyl)oxane.",train,1,0
"N-[4-(4-oxobutyl)phenyl]methanesulfonamide and ethyl 2-[3-(2-aminoethyl)-2-(3,5-dimethylphenyl)-1h-indol-5-yl]acetate react together to produce ethyl 2-[2-(3,5-dimethylphenyl)-3-[2-[4-[4-(methanesulfonamido)phenyl]butylamino]ethyl]-1h-indol-5-yl]acetate.",train,1,0
Methyl 1h-indole-6-carboxylate and 1-bromo-4-methylsulfanylbenzene react together to produce methyl 1-(4-methylsulfanylphenyl)indole-6-carboxylate.,train,1,0
Triethyl phosphite and 1-(chloromethyl)-2-fluoro-5-methoxy-4-nitrobenzene react together to produce 1-(diethoxyphosphorylmethyl)-2-fluoro-5-methoxy-4-nitrobenzene.,train,1,0
"3-(2-butyloctoxy)thiophene-2-carbaldehyde and ethanedithioamide react together to produce 2,5-bis[3-(2-butyloctoxy)thiophen-2-yl]-[1,3]thiazolo[5,4-d][1,3]thiazole.",train,1,0
"4-(2-chlorophenyl)-2-methylsulfanyl-8-pentan-3-ylpyrido[2,3-d]pyrimidin-7-one and n',n'-diethylethane-1,2-diamine react together to produce 4-(2-chlorophenyl)-2-[2-(diethylamino)ethylamino]-8-pentan-3-ylpyrido[2,3-d]pyrimidin-7-one.",train,0,1
"Heptane-3,5-dione and 5-[3-(4-chlorophenoxy)propyl]-1h-1,2,4-triazol-3-amine react together to produce 2-[3-(4-chlorophenoxy)propyl]-5,7-diethyl-[1,2,4]triazolo[1,5-a]pyrimidine.",train,1,0
"5-amino-4-pyrazin-2-ylpyrazole-1-carboximidamide and 5-amino-4-pyridin-4-ylpyrazole-1-carboximidamide react together to produce 8-pyrazin-2-ylpyrazolo[1,5-a][1,3,5]triazin-4-amine.",train,0,1
"N-[2-[4-oxo-5-(2,2,2-trifluoroethyl)-2-(2-trimethylsilylethoxymethyl)pyrazolo[4,3-c]quinolin-7-yl]phenyl]methanesulfonamide and n-[2-[4-oxo-5-(2,2,2-trifluoroethyl)-1-(2-trimethylsilylethoxymethyl)-2,3-dihydropyrazolo[4,3-c]quinolin-7-yl]phenyl]methanesulfonamide react together to produce n-[2-[4-oxo-5-(2,2,2-trifluoroethyl)-1h-pyrazolo[4,3-c]quinolin-7-yl]phenyl]methanesulfonamide.",train,0,1
"Trifluoromethylsulfonyl trifluoromethanesulfonate and 2,2,3,3,3-pentafluoropropan-1-ol react together to produce 2,2,3,3,3-pentafluoropropyl trifluoromethanesulfonate.",train,0,1
Ethyl 2-acetyl-4-methoxy-3-oxobutanoate and [3-(trifluoromethyl)phenyl]hydrazine react together to produce ethyl 3-(methoxymethyl)-5-methyl-1-[3-(trifluoromethyl)phenyl]pyrazole-4-carboxylate.,train,1,0
"1-(ethoxymethyl)-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyrazole and 3-cyano-n-[(2,4-dimethoxyphenyl)methyl]-4-[2-iodo-4-(trifluoromethoxy)phenoxy]-n-(1,2,4-thiadiazol-5-yl)benzenesulfonamide react together to produce 3-cyano-n-[(2,4-dimethoxyphenyl)methyl]-4-[2-[2-(ethoxymethyl)pyrazol-3-yl]-4-(trifluoromethoxy)phenoxy]-n-(1,2,4-thiadiazol-5-yl)benzenesulfonamide.",train,1,0
"1-[(4-chlorophenyl)methyl]indole-2,3-dione and benzohydrazide react together to produce n-[1-[(4-chlorophenyl)methyl]-2-hydroxyindol-3-yl]iminobenzamide.",train,0,1
1-[6-[4-[2-(trifluoromethyl)benzoyl]piperazin-1-yl]pyridazin-3-yl]imidazolidin-2-one and 1-iodopentane react together to produce 1-pentyl-3-[6-[4-[2-(trifluoromethyl)benzoyl]piperazin-1-yl]pyridazin-3-yl]imidazolidin-2-one.,train,1,0
"6-[2-[3-methyl-4-(trifluoromethyl)phenyl]ethynyl]-3,4-bis(phenylmethoxy)pyridazine and 4-bromo-2-chloro-1-(trifluoromethyl)benzene react together to produce 6-[2-[3-chloro-4-(trifluoromethyl)phenyl]ethynyl]-3,4-bis(phenylmethoxy)pyridazine.",train,0,1
Methyl 4-(bromomethyl)-3-methoxybenzoate and n-methylmethanamine react together to produce methyl 4-[(dimethylamino)methyl]-3-methoxybenzoate.,train,0,1
"2-(2-oxopropyl)cyclohexan-1-one and 4-aminobenzoic acid react together to produce 4-(2-methyl-2,3,3a,4,5,6,7,7a-octahydroindol-1-yl)benzoic acid.",train,1,0
"3-bromo-n-methoxy-n-methyl-5-(2,2,2-trifluoroethoxy)benzamide and 4-bromo-1-methoxy-2-methylbenzene react together to produce [3-bromo-5-(2,2,2-trifluoroethoxy)phenyl]-(4-methoxy-3-methylphenyl)methanone.",train,0,1
"4-chloro-3-[(5-chloro-2-nitrobenzoyl)amino]-n-(3-fluoro-5-morpholin-4-ylphenyl)benzamide and n',n'-dimethylpropane-1,3-diamine react together to produce 4-chloro-3-[[5-[3-(dimethylamino)propylamino]-2-nitrobenzoyl]amino]-n-(3-fluoro-5-morpholin-4-ylphenyl)benzamide.",train,0,1
"N-[(3-chlorophenyl)methyl]-3-(7h-pyrrolo[2,3-d]pyrimidin-4-ylamino)furan-2-carboxamide and tert-butyl n-(2-aminoethyl)-n-benzylcarbamate react together to produce tert-butyl n-benzyl-n-[2-[[3-(7h-pyrrolo[2,3-d]pyrimidin-4-ylamino)furan-2-carbonyl]amino]ethyl]carbamate.",train,1,0
"3-isocyanatopyridine and n,1-dimethylindol-5-amine react together to produce 1-methyl-1-(1-methylindol-5-yl)-3-pyridin-3-ylurea.",train,1,0
2-chloro-1-fluoro-4-nitrobenzene and thiophen-2-ylmethanol react together to produce 2-[(2-chloro-4-nitrophenoxy)methyl]thiophene.,train,1,0
"Benzyl (2r)-2-(3-hydroxyprop-1-enyl)pyrrolidine-1-carboxylate and n-[2-bromo-4-(methylsulfamoylmethyl)phenyl]-2,2,2-trifluoroacetamide react together to produce benzyl (2r)-2-[3-[2-bromo-4-(methylsulfamoylmethyl)-n-(2,2,2-trifluoroacetyl)anilino]prop-1-enyl]pyrrolidine-1-carboxylate.",train,1,0
"Tert-butyl 2-[5-chloro-1'-[(2-fluorophenyl)methyl]-2,2'-dioxospiro[indole-3,4'-pyrrolidine]-1-yl]acetate and 4-(bromomethyl)-3-methyl-5-phenyl-1,2-oxazole react together to produce tert-butyl 2-[5-chloro-1'-[(3-methyl-5-phenyl-1,2-oxazol-4-yl)methyl]-2,2'-dioxospiro[indole-3,4'-pyrrolidine]-1-yl]acetate.",train,1,0
"4-(oxiran-2-ylmethoxy)benzonitrile and (1-hydroxy-2-methylpropan-2-yl) 7-benzyl-3,7-diazabicyclo[3.3.1]nonane-3-carboxylate react together to produce (1-hydroxy-2-methylpropan-2-yl) 7-[3-(4-cyanophenoxy)-2-hydroxypropyl]-3,7-diazabicyclo[3.3.1]nonane-3-carboxylate.",train,0,1
"2-(trifluoromethyl)aniline and 5-phenyl-1,2,4-oxadiazol-3-amine react together to produce 1-[2-(trifluoromethyl)phenyl]-1,2,4-triazol-3-amine.",train,0,1
"2-methylprop-1-ene and phenol react together to produce 2,4-ditert-butylphenol.",train,0,1
2-(bromomethyl)thiophene-3-carbonitrile and 5-bromo-2-chloro-1h-pyrimidin-6-one react together to produce 2-[(5-bromo-2-chloro-6-oxopyrimidin-1-yl)methyl]thiophene-3-carbonitrile.,train,1,0
"3-chloro-4-hydrazinylbenzonitrile and 2-methyl-n-(4-oxocyclohexyl)propanamide react together to produce n-(8-chloro-6-cyano-2,3,4,9-tetrahydro-1h-carbazol-3-yl)-2-methylpropanamide.",train,1,0
"Hex-5-enoic acid and hydrogen peroxide react together in the presence of 2-methylpropan-2-ol, dihydroxy(dioxo)tungsten to produce 6-(hydroxymethyl)oxan-2-one.",train,0,1
"[6-(dimethoxymethyl)-2,3,4-trimethoxyphenyl]-(3,4-dimethoxyphenyl)methanol and diethyl but-2-ynedioate react together to produce diethyl 4-(3,4-dimethoxyphenyl)-1-hydroxy-5,6,7-trimethoxynaphthalene-2,3-dicarboxylate.",train,1,0
"1-iodopropane and methyl (6ar,9r,10ar)-7-cyano-5-methyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline-9-carboxylate react together to produce methyl (6ar,9r,10ar)-5-methyl-7-propyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline-9-carboxylate.",train,1,0
"2-[4-[(5-methoxy-3,4-dihydro-2h-chromen-3-yl)amino]butyl]isoindole-1,3-dione and 2-[3-[(5-methoxy-3,4-dihydro-2h-chromen-3-yl)amino]propyl]isoindole-1,3-dione react together to produce 2-[3-[(5-methoxy-3,4-dihydro-2h-chromen-3-yl)-propylamino]propyl]isoindole-1,3-dione.",train,0,1
1h-pyrimidin-2-one and [4-(2-hydroxyethyl)phenyl] n-methyl-n-phenylcarbamate react together to produce [4-(2-pyrimidin-2-yloxyethyl)phenyl] n-methyl-n-phenylcarbamate.,train,1,0
"2,6-difluorobenzoyl isocyanate and 3-chloro-2-(2,6-dichloro-4-isocyanatophenoxy)-5-(difluoromethoxy)pyridine react together in the presence of heptane to produce 3-[3,5-dichloro-4-[3-chloro-5-(difluoromethoxy)pyridin-2-yl]oxyphenyl]-6-(2,6-difluorophenyl)-1,3,5-oxadiazine-2,4-dione.",train,0,1
"3-bromo-6-fluoroimidazo[1,2-b]pyridazine and 4-amino-2-methylbutan-2-ol react together to produce 4-[(3-bromoimidazo[1,2-b]pyridazin-6-yl)amino]-2-methylbutan-2-ol.",train,0,1
"Nonan-1-amine reacts in the presence of oxidane, nickel to produce nonanenitrile.",train,0,1
"3-bromo-5h-thieno[2,3-d]pyridazin-4-one and 2-pyridin-2-ylethanol react together to produce 3-bromo-5-(2-pyridin-2-ylethyl)thieno[2,3-d]pyridazin-4-one.",train,0,1
"2-(diethylamino)ethanol and (2s)-3-[[(2r,3r,4r,5s,6s)-3-[(2s,3r,4r,5s,6r)-3-acetamido-5-[(2s,3r,4r,5s,6r)-3-acetamido-4-hydroxy-6-methyl-5-[(2r,3r,4s,5r,6s)-3,4,5-trihydroxy-6-[(2-hydroxy-5-oxocyclopenten-1-yl)carbamoyl]oxan-2-yl]oxyoxan-2-yl]oxy-4-hydroxy-6-[[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-6-carbamoyl-4-carbamoyloxy-5-hydroxy-5-methyloxan-2-yl]oxy-hydroxyphosphoryl]oxy-2-[(2e,6e,13e)-3,8,8,14,18-pentamethyl-11-methylidenenonadeca-2,6,13,17-tetraenoxy]propanoic acid react together to produce (2r)-3-[[(2r,3r,4s,5s,6s)-3-[(2s,3r,4r,5s,6r)-3-acetamido-5-[(2s,3r,4r,5s,6r)-3-acetamido-4-hydroxy-6-methyl-5-[(2r,3r,4s,5r,6s)-3,4,5-trihydroxy-6-[(2-hydroxy-5-oxocyclopenten-1-yl)carbamoyl]oxan-2-yl]oxyoxan-2-yl]oxy-4-hydroxy-6-[[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-6-carbamoyl-4-carbamoyloxy-5-hydroxyoxan-2-yl]oxy-hydroxyphosphoryl]oxy-2-[(2z,6e,13e)-3,8,8,14,18-pentamethyl-11-methylidenenonadeca-2,6,13,17-tetraenoxy]propanoic acid.",train,1,0
"[4-methyl-3-(trifluoromethyl)phenyl]hydrazine and ethyl 2-acetyl-3-oxobutanoate react together to produce ethyl 3,5-dimethyl-1-[4-methyl-3-(trifluoromethyl)phenyl]pyrazole-4-carboxylate.",train,0,1
Oxidane and 4-[1-benzothiophen-3-yl(1h-pyrazol-5-yl)amino]phenol react together to produce 3-[1-benzothiophen-3-yl(1h-pyrazol-5-yl)amino]phenol.,train,1,0
"1,3,5,7-tetrakis(sulfanylidene)-2,4,6,8,9,10-hexathia-1lambda5,3lambda5,5lambda5,7lambda5-tetraphosphatricyclo[3.3.1.13,7]decane and 2-methyl-6-phenyl-4h-1,4-benzoxazin-3-one react together in the presence of pyridine, oxidane to produce 2-methyl-6-phenyl-4h-1,4-benzoxazine-3-thione.",train,0,1
"Azane and 2,4-dichloro-3-nitropyridine react together to produce 2-chloro-3-nitropyridin-4-amine.",train,0,1
"5-fluoro-1,6-dihydroxycyclohexa-2,4-diene-1-carbonitrile and 4-fluorobenzonitrile react together to produce 4-[2-(4-cyanophenoxy)-3-fluorophenoxy]benzonitrile.",train,0,1
"2-[(4-dodecoxynaphthalen-1-yl)methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]-2-oxoacetic acid and (2r,3r,4r,5s)-6-(methylamino)hexane-1,2,3,4,5-pentol react together to produce 2-[(4-dodecoxynaphthalen-1-yl)methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]-2-oxoacetic acid.",train,1,0
6-bromopyridine-3-carbonitrile and 2-(trifluoromethoxy)ethanol react together to produce 6-[2-(trifluoromethoxy)ethoxy]pyridine-3-carbonitrile.,train,0,1
"3,5-diphenyl-4,5-dihydro-1h-pyrazole reacts in the presence of palladium to produce 3,5-diphenyl-1h-pyrazole.",test,0,1
"1,3-dihydroinden-2-one and but-2-yn-1-amine react together to produce 4-methyl-9h-indeno[2,1-b]pyridine.",train,1,0
"(2r,3s,4r,5r)-2,3,4,5,6-pentahydroxyhexanal and (2r,3r,4r,5s)-hexane-1,2,3,4,5,6-hexol react together in the presence of oxidane to produce (2r,3s,4r)-2,3,4,5-tetrahydroxypentanal.",train,1,0
"Formaldehyde and (4-bromo-2,6-ditert-butylphenoxy)-trimethylsilane react together to produce 3,5-ditert-butyl-4-trimethylsilyloxybenzaldehyde.",train,1,0
"Butan-2-one and 4-[(4-amino-3,5-diethylphenyl)methyl]-2,6-diethylaniline react together to produce n-[4-[[4-(butan-2-ylideneamino)-3,5-diethylphenyl]methyl]-2,6-diethylphenyl]butan-2-imine.",train,0,1
"N-[4-(4-oxobutyl)phenyl]methanesulfonamide and ethyl 2-[3-(2-aminoethyl)-2-(3,5-dimethylphenyl)-1h-indol-5-yl]-2-methylpropanoate react together to produce ethyl 2-[2-(3,5-dimethylphenyl)-3-[2-[4-[4-(methanesulfonamido)phenyl]butylamino]ethyl]-1h-indol-5-yl]-2-methylpropanoate.",train,1,0
"1,3,5,7-tetrakis(sulfanylidene)-2,4,6,8,9,10-hexathia-1lambda5,3lambda5,5lambda5,7lambda5-tetraphosphatricyclo[3.3.1.13,7]decane and ethyl (2s)-2-benzamido-3-methylbutanoate react together in the presence of pyridine to produce ethyl (2s)-2-(benzenecarbonothioylamino)-3-methylbutanoate.",train,1,0
4-methylbenzenesulfonic acid and 4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-n-methylpyridine-2-carboxamide react together in the presence of oxidane to produce 4-methylbenzenesulfonic acid.,train,0,1
"4-methyl-2-[(5-methyl-1h-pyrazol-3-yl)oxy]-5-nitropyridine and isocyanatoethane react together in the presence of n,n-diethylethanamine to produce n-ethyl-5-methyl-3-(4-methyl-5-nitropyridin-2-yl)oxypyrazole-1-carboxamide.",train,1,0
"Trichloro(phenyl)silane and dichloro(methyl)silane react together in the presence of chloride, lithium(1+), magnesium;hydride to produce trichloro(phenyl)silane.",train,0,1
Tert-butyl n-[[3-[(3-aminopyridin-2-yl)amino]phenyl]methyl]-n-[(2-methylpropan-2-yl)oxycarbonyl]carbamate and iodoethane react together to produce tert-butyl n-[[3-[[3-(ethylamino)pyridin-2-yl]amino]phenyl]methyl]-n-[(2-methylpropan-2-yl)oxycarbonyl]carbamate.,test,1,0
"[(1s,3s,5s,9r,10r,11r,13r,14s,15r,17s,18r,19r,25s,27s,29s,31s,33s,36s,37s,38r,41s,43s,49s)-37-acetyloxy-13-[(4r,5e)-7-chloro-4-hydroxy-3-methyl-2-methylideneocta-5,7-dienyl]-3,10,14,15,17,27,43-heptahydroxy-33-methoxy-3,18,36,38,43,49-hexamethyl-39-methylidene-7,35-dioxo-8,12,45,46,47,48,50-heptaoxaheptacyclo[39.3.1.11,5.19,15.119,25.125,29.129,31]pentacont-23-en-4-yl]acetate and methanol react together to produce [(1r,3r,9r,10r,11r,14r,15s,17r,18s,19s,25s,27r,29r,31r,36s,37r,38s,41r,43r,49s)-11-[(4r,5e)-7-chloro-4-hydroxy-2-methylideneocta-5,7-dienyl]-3,10,14,15,17,27,43-heptahydroxy-31-methoxy-18,36,38,43,49-pentamethyl-39-methylidene-7,35-dioxo-8,12,45,46,47,48,50-heptaoxaheptacyclo[39.3.1.11,5.19,13.115,19.125,29.129,33]pentacont-23-en-37-yl] acetate.",train,1,0
Ethynylbenzene and iodobenzene react together to produce 2-phenylethynylbenzene.,train,0,1
Methyl prop-2-enoate and 5-bromo-6-methoxy-2-methylquinoline react together to produce methyl (e)-3-(6-methoxy-2-methylquinolin-5-yl)prop-2-enoate.,train,0,1
"N-(2-ethenoxyethoxy)-3,4-difluoro-2-[2-fluoro-4-(3-iodopropyl)anilino]benzamide and methanamine react together to produce 3,4-difluoro-2-[2-fluoro-4-[3-(methylamino)propyl]anilino]-n-(2-hydroxyethoxy)benzamide.",train,1,0
"Iodomethane and ethyl 4-hydroxy-1,1-dioxo-2h-benzo[h][1,2]benzothiazine-3-carboxylate react together to produce ethyl 4-hydroxy-2-methyl-1,1-dioxobenzo[h][1,2]benzothiazine-3-carboxylate.",train,0,1
