reaction,split,high_yielding,not_high_yielding
COC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(S(=O)(=O)N(C)C)c1)N2>C1CCOC1.CO.[Na+].[OH-]>CN(C)S(=O)(=O)c1cccc(C2Nc3ccc(C(=O)O)cc3CC2(C)C)c1,train,0,1
C#CCC1CCC(CO)CC1.CC(=O)OC(C)=O>CCOCC.O.c1ccncc1>C#CCC1CCC(COC(C)=O)CC1,train,0,1
O=C1NC(Cc2ccccc2)c2cc(O)ccc21.O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F>CCN(CC)CC.ClCCl>O=C1NC(Cc2ccccc2)c2cc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc21,train,1,0
C#CCO.COc1nc2cc(Cl)cc(I)c2nc1OC>CCN(CC)CC.CCOC(C)=O.CN(C)C=O.Cl.Cl[Pd](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.O.[Cl-].[Na+]>COc1nc2cc(Cl)cc(C#CCO)c2nc1OC,train,0,1
CC(Cl)Cl.O=C(O)c1ccc(S(=O)(=O)Cl)cc1>O=S(Cl)Cl>COC(=O)c1ccc(S(=O)(=O)Cl)cc1,train,1,0
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1.NOS(=O)(=O)O>C1CCOC1.CC(=O)[O-].CCCCB(CCCC)CCCC.O.[Li]C.[Na+]>NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,train,0,1
CC(C)(C)OC(=O)N1CCC(c2nc(C3CCOCC3)cn2CCOC2CCCCO2)CC1>C1CCOC1.CCOC(C)=O.Cl>CC(C)(C)OC(=O)N1CCC(c2nc(C3CCOCC3)cn2CCO)CC1,train,1,0
BrBr.CC(C)=C(C(=O)OCc1ccccc1)N1C(=O)C(Br)(Br)C1[SH](N)(=O)c1cc(C)on1>ClC(Cl)Cl.[Br-]>CC(C)=C(C(=O)OCc1ccccc1)N1C(=O)C(Br)(Br)C1Br,train,0,1
NNc1ccc(Cl)cc1.O=C1CCc2ccc(Br)cc21>CC(=O)O.CCO>Clc1ccc(NN=C2CCc3ccc(Br)cc32)cc1,train,1,0
CCC(=O)Cl.CCOC(=O)NC1CCc2ccc(OCCN)cc2C1Cc1ccc(Cl)c(Cl)c1>CCOC(C)=O.Cl.ClCCl>CCOC(=O)NC1CCc2ccc(OCCNC(=O)CC)cc2C1Cc1ccc(Cl)c(Cl)c1,train,1,0
COC(=O)c1ccc(C(=O)Cl)cc1.N#Cc1cc(Cl)cc(Oc2cc(CN)ccc2Cl)c1>CCN(C(C)C)C(C)C>COC(=O)c1ccc(C(=O)NCc2ccc(Cl)c(Oc3cc(Cl)cc(C#N)c3)c2)cc1,train,0,1
COc1ccc2c(c1)CCC2=O.Cc1onc(-c2ccccc2)c1C=O>CCO.O.[Na+].[OH-]>COc1ccc2c(c1)CC(=Cc1c(-c3ccccc3)noc1C)C2=O,train,0,1
CN(C(=O)OC(C)(C)C)c1ncnc2c1ncn2-c1ccc(NC(=O)Nc2cc(C(=O)NC(CO)CO)cc(C(F)(F)F)c2)cc1>O.O=C(O)C(F)(F)F.O=C([O-])[O-].[K+]>CNc1ncnc2c1ncn2-c1ccc(NC(=O)Nc2cc(C(=O)NC(CO)CO)cc(C(F)(F)F)c2)cc1,train,1,0
Nc1cc2cccnc2c2ncccc12>Cc1ccc(S(=O)(=O)O)cc1.Cc1ccccc1>c1cnc2c(c1)ccc1cccnc12,train,1,0
COc1cc([N+](=O)[O-])ccc1OCCN1CCC1>C1CCOC1.CCO.[Pd]>COc1cc(N)ccc1OCCN1CCC1,train,1,0
Nc1ccccc1S.O=C(O)c1ccc(O)c([N+](=O)[O-])c1>CS(=O)(=O)O.O=C([O-])O.O=P12OP3(=O)OP(=O)(O1)OP(=O)(O2)O3.[Na+].[OH-]>O=[N+]([O-])c1cc(-c2nc3ccccc3s2)ccc1O,train,0,1
C=C(C)C(=O)Nc1ccc(C(=O)O)c(O)c1.CC(=O)OC(C)=O>O.O=S(=O)(O)O>C=C(C)C(=O)Nc1ccc(C(=O)OC(C)=O)c(O)c1,train,1,0
O=C(O)CCC(=O)c1ccc(F)cc1>C1CCOC1.CCN(CC)CC.CC[SiH](CC)CC.C[Si](C)(C)Cl.ClCCl.[Cl-]>O=C(O)CCCc1ccc(F)cc1,train,0,1
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(CCl)ccc21.[Br-]>C1CCOC1.O.[Li+]>CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(CBr)ccc21,train,1,0
ON=Cc1ccc(C(F)(F)F)cc1>CO.[H][H].[Pd]>NCc1ccc(C(F)(F)F)cc1,train,1,0
COC(=O)c1cc2c(Cl)ccnc2o1.O=[N+]([O-])c1ccc(O)cc1>CCN(C(C)C)C(C)C.CN1CCCC1=O.O>COC(=O)c1cc2c(Oc3ccc([N+](=O)[O-])cc3)ccnc2o1,train,0,1
COc1cccc(Br)c1.OCc1cccc(O)c1>CN1CCCC1=O.Cl[Cu].O.[K]>COc1cccc(Oc2cccc(CO)c2)c1,train,0,1
C1CC(OCC2CC2)CCN1.O=C1COc2c(F)cc(F)cc2N1CCCCl>O=C([O-])[O-].[K+]>O=C1COc2c(F)cc(F)cc2N1CCCN1CCC(OCC2CC2)CC1,train,0,1
Fc1cccc2c(Cl)ccnc12.NCCc1ccc(Oc2cccc(C(F)(F)F)n2)cc1>CCN(CC)CC.ClCCl.N>Fc1cccc2c(NCCc3ccc(Oc4cccc(C(F)(F)F)n4)cc3)ccnc12,train,0,1
COC(Cl)Cl.Cc1cc(Cl)c2c(c1C)CC(C)(C)C2>ClCCl>Cc1c(C)c2c(c(Cl)c1C=O)CC(C)(C)C2,train,1,0
COC(OC)N(C)C.CSc1nccc(CC(=O)c2ccc(Cl)s2)n1>>CSc1nccc(C(=CN(C)C)C(=O)c2ccc(Cl)s2)n1,train,1,0
CCOC(=O)C1CC=C(CCc2ccccc2)CC1>CCOC(C)=O.[Pd]>CCOC(=O)C1CCC(CCc2ccccc2)CC1,train,1,0
O=C1c2ccccc2C(=O)N1CC1CCCN(Cc2ccc(Cl)cc2)C1>CCO.NN.O.[Na+].[OH-]>NCC1CCCN(Cc2ccc(Cl)cc2)C1,train,0,1
Cc1ccccc1C(=O)c1cc(Cl)ccc1N.O=c1oc(-c2ccccc2)nc2ccc(Cl)cc12>>COc1cccc(C(=O)c2cc(Cl)ccc2N)c1,train,0,1
N[C@@H](CS)C(=O)O.O=C(CCCBr)OCC1c2ccccc2-c2ccccc21>CCN(C(C)C)C(C)C.CCO.Cl.O>N[C@@H](CSCCCC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,train,0,1
O=C([O-])C(F)(F)Cl.Oc1c(F)cccc1Cl>CCOCC.CN(C)C=O.Cl.O.O=C([O-])[O-].[K+].[Na+]>Fc1cccc(Cl)c1OC(F)F,train,0,1
Clc1cccnc1Cl.FC(F)(F)c1cc[nH]n1>CN(C)C=O.O=C([O-])[O-].[K+]>FC(F)(F)c1ccn(-c2ncccc2Cl)n1,train,1,0
CC(C)(O)C[C@]1(c2ccccc2)CCN([C@H]2CCCNC2)C(=O)O1.Clc1ccc2nccn2n1>CC(C)O.CCN(C(C)C)C(C)C.O=C(O)C(F)(F)F>CC(C)(O)C[C@]1(c2ccccc2)CCN([C@H]2CCCN(c3ccc4nccn4n3)C2)C(=O)O1,train,0,1
Fc1ccccc1I.O=C1CCC2(CC1)OCCO2>C1CCOC1.O=C([O-])O.[Li]CCCC.[Na+]>OC1(c2ccccc2F)CCC2(CC1)OCCO2,train,0,1
CCOC(=O)C(=O)NCC(=O)c1ccc(OC(F)(F)F)cc1>O=P(Cl)(Cl)Cl>CCOC(=O)c1ncc(-c2ccc(OC(F)(F)F)cc2)o1,train,1,0
N#Cc1ccc(B(O)O)cc1F.Nc1ccc(Br)cc1[N+](=O)[O-]>C1CCOC1.ClCCl.Cl[Pd]Cl.O.O=C([O-])[O-].[CH]1[CH][CH]C(P(c2ccccc2)c2ccccc2)[CH]1.[Fe].[Na+]>N#Cc1ccc(-c2ccc(N)c([N+](=O)[O-])c2)cc1F,train,0,1
COC(=O)c1cccc2c1C(=O)C(c1cccnc1)C(c1cccnc1)N2.NN>CCOC(=O)c1cccc2c1C(=O)C(c1cccnc1)C(c1cccnc1)N2.CO.O>O=c1[nH]nc2c3c(cccc13)NC(c1cccnc1)C2c1cccnc1,train,0,1
CC(C)(C)C1CCC2(CC1)CC(O)(C#N)CO2>CO.Cl.O=C([O-])O.[H][H].[Na+]>CC(C)(C)C1CCC2(CC1)CC(O)(CN)CO2,train,1,0
CC(C)C(=O)Cl.Cc1c2c(nc3ccccc13)CCNCC2>>Cc1c2c(nc3ccccc13)CCN(C(=O)C(C)C)CC2,train,0,1
CCN(C(C)C)C(C)C.CCOc1cc(C(F)(F)F)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(C(=O)CCl)CC1>CNC.ClCCl>CCOc1cc(C(F)(F)F)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(C(=O)CN(C)C)CC1,train,1,0
CNC.O=C(O)c1ccc([N+](=O)[O-])cc1F>CCN=C=NCCCN(C)C.CN(C)C=O.Cl.On1nnc2ccccc21>CN(C)C(=O)c1ccc([N+](=O)[O-])cc1F,train,1,0
CC(C)CC1(C(CCN2C(=O)c3ccccc3C2=O)C(=O)O)CCN(Cc2ccccc2)C1=O.On1nnc2ccccc21>CN(C)C=O.CN1CCOCC1.Cl.ClCCCl.ClCl.NO.O>CC(C)CC1(C(CCN2C(=O)c3ccccc3C2=O)C(=O)NO)CCN(Cc2ccccc2)C1=O,train,1,0
Cc1cccc(S(=O)(=O)NCc2cc(=O)c(OCc3ccccc3)co2)c1>O=c1cc(CNS(=O)(=O)c2ccccc2)occ1O>Cc1cccc(S(=O)(=O)NCc2cc(=O)c(O)co2)c1,train,1,0
CC(=O)SCCC(=O)O.NC/C=C\COc1cc(CN2CCCCC2)ccn1>C(=NC1CCCCC1)=NC1CCCCC1.CCOC(C)=O.CN(C)C=O.On1nnc2ccccc21>CC(=O)SCCC(=O)NC/C=C\COc1cc(CN2CCCCC2)ccn1,train,0,1
Cn1nc(C2CCNCC2)c2ccc(F)cc21.OCCCBr>CC(C)=O.O=C([O-])[O-].[K+]>Cn1nc(C2CCN(CCCO)CC2)c2ccc(F)cc21,train,0,1
C[C@H](NC(=O)OC(C)(C)C)C(=O)NCCNC(=O)OCc1ccccc1>ClCCl.O=C(O)C(F)(F)F>C[C@H](N)C(=O)NCCNC(=O)OCc1ccccc1,train,1,0
C1COCCN1.Clc1nc(Cl)c2ccsc2n1>>Clc1nc(N2CCOCC2)c2ccsc2n1,train,1,0
NC1CCN(CCn2c(=O)ccc3ncc(F)cc32)CC1.O=Cc1cnc(CO)c(Br)c1>CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.O=C([O-])O.[Na+]>O=c1ccc2ncc(F)cc2n1CCN1CCC(NCc2cnc(CO)c(Br)c2)CC1,train,0,1
Fc1ccc(-c2nnc(Cl)cc2Cl)cc1.O>C1COCCO1.[Na+].[OH-]>Oc1cc(Cl)nnc1-c1ccc(F)cc1,train,0,1
C=C(C)OC(=O)Cl.CCn1c(=O)c(-c2cc(N)c(F)cc2Cl)cc2cnc(N(C)Cc3ccc(OC)cc3)cc21>CCCCCC.CCOC(C)=O.O=C([O-])O.[Na+]>C=C(C)OC(=O)Nc1cc(-c2cc3cnc(N(C)Cc4ccc(OC)cc4)cc3n(CC)c2=O)c(Cl)cc1F,train,1,0
CCOC(=O)C1(C(=O)OCC)CCC(=O)N1c1ccc(Oc2ccc(C(=O)O)cc2)nc1.On1nnc2ccccc21>CCOC(C)=O.ClCCCl.ClCCl.O>CCOC(=O)C1(C(=O)OCC)CCC(=O)N1c1ccc(Oc2ccc(C(=O)NN)cc2)nc1,train,0,1
BrCc1ccccc1.CCOC(=O)CCNCC(C(=O)OCC)c1ccccc1>CC#N.O.O=C([O-])[O-].[Na+]>CCOC(=O)CCN(Cc1ccccc1)CC(C(=O)OCC)c1ccccc1,train,1,0
COCc1cc2ccccc2c(O)c1-c1ccccc1.O=Cc1ccc(F)cc1>CN(C)C=O.O=C([O-])[O-].[Cs+]>COCc1cc2ccccc2c(Oc2ccc(C=O)cc2)c1-c1ccccc1,train,0,1
Cc1c(C(=O)NCCSC(c2ccccc2)(c2ccccc2)c2ccccc2)[nH]c2c(NS(=O)(=O)c3cccs3)cccc12>ClCCl.O=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F>Cc1c(C2=NCCS2)[nH]c2c(NS(=O)(=O)c3cccs3)cccc12,train,0,1
COCOc1c(-c2ccc3c(c2)COC3=O)ccc(OC)c1OC(F)F>CO.Cl>COc1ccc(-c2ccc3c(c2)COC3=O)c(O)c1OC(F)F,train,0,1
C[C@H](CO)Nc1nc(S(=O)(=O)Cc2cccc(F)c2F)nc2[nH]c(=O)cnc12.SCc1cccs1>>C[C@H](CO)Nc1nc(SCc2cccs2)nc2[nH]c(=O)cnc12,train,0,1
COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1c(C)cccc1Cl>CCO.Cl[Sn]Cl.O>COC(=O)[C@H](Cc1ccc(N)cc1)NC(=O)c1c(C)cccc1Cl,train,1,0
O=Cc1ccc(O)c([N+](=O)[O-])c1.OCCCO>Cc1ccc(S(=O)(=O)O)cc1.Cc1ccccc1>O=[N+]([O-])c1cc(C2OCCCO2)ccc1O,train,1,0
Cc1ccc(S(=O)(=O)Oc2ccc(C3CCC(=O)CC3)cc2)cc1.OCCO>ClCCl.FB(F)F>Cc1ccc(S(=O)(=O)Oc2ccc(C3CCC4(CC3)OCCO4)cc2)cc1,train,1,0
CC(=O)OC(C)=O.Cc1cccc(N)c1>CC(=O)O>CC(=O)Nc1cccc(C)c1,train,1,0
COc1ccc2[nH]ccc2c1.Fc1ccc(Br)cc1>C1COCCOCCOCCOCCOCCO1.CCOCC.CS(C)=O.O.[F-].[K+]>COc1ccc2c(ccn2-c2ccc(Br)cc2)c1,train,1,0
CCN(CC)c1nc2cc(C(=O)OC)ccc2nc1-c1cc2ccccc2o1>CO.Cl.O.[Na+].[OH-]>CCN(CC)c1nc2cc(C(=O)O)ccc2nc1-c1cc2ccccc2o1,train,0,1
CC(=N)N.Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)NN)cn1>CCOC(C)=O.CN(C)C=O.Cl>Cc1nnc(-c2ccc(OCc3c(-c4ccccc4)noc3C)nc2)[nH]1,train,0,1
COC(=O)c1cccn(C)c1=O>C1CCOC1.CO.Cl.[Li+].[OH-]>Cn1cccc(C(=O)O)c1=O,train,0,1
COC(=O)c1ccc(C(F)(F)F)cc1NC(C)=O.O=[N+]([O-])O>O=S(=O)(O)O>COC(=O)c1cc([N+](=O)[O-])c(C(F)(F)F)cc1N,train,0,1
CCOC(=O)NC(C)Cc1ccc(C(F)(F)F)cc1>CCCCCC.CCOC(C)=O.O=P(Cl)(Cl)Cl.O=P12OP3(=O)OP(=O)(O1)OP(=O)(O2)O3>CC1Cc2ccc(C(F)(F)F)cc2C(=O)N1,train,0,1
COCOCc1csc2c1S(=O)(=O)N=C(c1c(O)c3ccccc3n(N3C(=O)c4ccccc4C3=O)c1=O)N2>CC(=O)N(C)C.O=CC1CC1>COCOCc1csc2c1S(=O)(=O)N=C(c1c(O)c3ccccc3n(N=CC3CC3)c1=O)N2,train,1,0
C=CS(C)(=O)=O.C[C@H]1CC(c2ccncc2[N+](=O)[O-])=C[C@@H](NC(=O)OC(C)(C)C)[C@H]1O>CC(C)(C)O.O.O=C([O-])O.O=C([O-])[O-].[Cs+].[Na+]>C[C@H]1CC(c2ccncc2[N+](=O)[O-])=C[C@@H](NC(=O)OC(C)(C)C)[C@H]1OCCS(C)(=O)=O,train,1,0
C=C(C)c1ccc(OCCO)cc1.O=S(=O)(O)O>CO.O=S([O-])[O-].OO.[Na+]>OCCOc1ccc(O)cc1,train,1,0
Clc1ccc2c(n1)[nH]c1ccccc12>C1COCCO1.O.O=C([O-])[O-].OBO.[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>c1c[nH]c(-c2ccc3c(n2)[nH]c2ccccc23)c1,train,0,1
O=C(O)C1(c2ccc(Br)cn2)CCC2(CC1)OCCO2>CS(C)=O.O>Brc1ccc(C2CCC3(CC2)OCCO3)nc1,train,1,0
CC(C)(C)OC(=O)N=C(NCCCCN)N(Cc1ccc(F)cc1)C(=O)OC(C)(C)C>CCO.Cl>N=C(NCCCCN)NCc1ccc(F)cc1,train,1,0
CCOC(=O)C[C@@H]1CCc2cc(O)ccc21.Cc1cnc(Cl)nc1N(C)CCCO>C1CCOC1.O=C(N=NC(=O)N1CCCCC1)N1CCCCC1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>CCOC(=O)C[C@@H]1CCc2cc(OCCCN(C)c3nc(Cl)ncc3C)ccc21,train,1,0
COc1ccc(S(=O)(=O)C(CCCCc2ccccc2)C(C)(C)C(=O)O)cc1OC.C[Si](C)(C)NO>ClCCl.O=C(Cl)C(=O)Cl>COc1ccc(S(=O)(=O)C(CCCCc2ccccc2)C(C)(C)C(=O)NO)cc1OC,train,1,0
CC(C)=CCC/C(C)=C/CCl.Sc1nc2ccc(Cl)cc2[nH]1>CO.[Na+].[OH-]>CC(C)=CCC/C(C)=C/CSc1nc2cc(Cl)ccc2[nH]1,train,0,1
Cc1cccc2cc(CN(C#N)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(N(CC3CC3)CC3CC3)nc12.[N-]=[N+]=[N-]>CN(C)C=O.[Cl-].[NH4+].[Na+]>Cc1cccc2cc(CN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3nn[nH]n3)c(N(CC3CC3)CC3CC3)nc12,train,1,0
CC(=O)OC(C)=O.Nc1ccc(C(=O)O)c2c1OCCO2>CC(=O)O>CC(=O)Nc1ccc(C(=O)O)c2c1OCCO2,train,1,0
COC(=O)C(=O)N1CC(NC(=O)COc2ccccc2)C1=O>CO.C[O-].[Na+]>O=C(COc1ccccc1)NC1CNC1=O,train,0,1
CC(=O)Nc1ccc(C(=O)C2CCNCC2)cc1.OC(c1ccc(CBr)cc1)(C(F)(F)F)C(F)(F)F>CN1CCCC1=O.CO.O=C([O-])[O-].[K+]>CC(=O)Nc1ccc(C(=O)C2CCN(Cc3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)CC2)cc1,train,1,0
Cc1ccc(C(=O)CBr)cc1.Nc1ccc([N+](=O)[O-])cn1>CCCO.ClCCl>Cc1ccc(-c2cn3cc([N+](=O)[O-])ccc3n2)cc1,train,0,1
CCOC(=O)CC(=O)c1ccccc1.Nc1ccccc1>CO.Cl.[BH3-]C#N.[Na+]>CCOC(=O)CC(Nc1ccccc1)c1ccccc1,train,0,1
O=C1N(CC2CN(Cc3ccccc3)CCO2)c2ccccc2C12COc1cc3c(cc12)CCO3>CCOC(C)=O.CO.[OH-].[Pd+2]>CN1CCOC(CN2C(=O)C3(COc4cc5c(cc43)CCO5)c3ccccc32)C1,train,0,1
O=C(C=NO)Nc1ccc2ncsc2c1.O=S(=O)(O)O>O>O=C1Nc2ccc3ncsc3c2C1=O,train,0,1
Cc1cccc(-c2c[nH]c(C)n2)c1.O=[N+]([O-])O>O.O=C([O-])[O-].O=S(=O)(O)O.[Na+]>Cc1nc(-c2ccc([N+](=O)[O-])c(C)c2)c[nH]1,train,0,1
COC(=O)c1ccc(N)cc1NC(=O)c1ccc(C(C)(C)C)cc1.O=N[O-]>O.O=C(O)C(F)(F)F.O=S(=O)(O)O.[Na+]>COC(=O)c1ccc(O)cc1NC(=O)c1ccc(C(C)(C)C)cc1,train,1,0
COc1ccc(C(O)c2ccc(F)cc2OCc2ccccc2)cc1>CO.Cl.[OH-].[Pd+2]>COc1ccc(Cc2ccc(F)cc2O)cc1,train,0,1
COc1cnn(C(CC2CCCC2)C(=O)O)c(=O)c1.Nc1nccs1>CCN(C(C)C)C(C)C.CN(C)C(ON1C(=O)CCC1=O)=[N+](C)C.ClCCl.F[B-](F)(F)F>COc1cnn(C(CC2CCCC2)C(=O)Nc2nccs2)c(=O)c1,train,0,1
COc1ccc(Nc2ncc(C(C)NC(=O)c3cc4ccccc4n3C)nn2)cc1>O=P(Cl)(Cl)Cl.c1ccncc1.c1nc[nH]n1>COc1ccc(Nc2ncc3c(C)nc(-c4cc5ccccc5n4C)n3n2)cc1,train,0,1
CC(C)C(=O)Cl.Nc1ccc(Br)cc1>C1CCOC1.CCN(CC)CC.ClC(Cl)Cl>CC(C)C(=O)Nc1ccc(Br)cc1,train,1,0
CC(Cl)OC(=O)NCC(=O)OCc1ccccc1.COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F>CCOC(C)=O.CN(C)C=O.O=C([O-])[O-].[Cs+]>COc1cc(C(=O)OC(C)OC(=O)NCC(=O)OCc2ccccc2)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,train,0,1
CC(C)(C)Oc1ccc(C(=O)O)cc1.N=C(NO)c1cccc2cnccc12>CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F>CC(C)(C)Oc1ccc(-c2nc(-c3cccc4cnccc34)no2)cc1,train,0,1
CCOC(=O)CN.CCc1[nH]c(C(=O)N[C@H]2CCN(c3nc(C)c(C(=O)O)s3)C[C@H]2OC)nc1Cl>CC(=O)N(C)C.CCN(C(C)C)C(C)C.CCN=C=NCCCN(C)C.Cl.ClCCl.On1nnc2ccccc21>CCOC(=O)CNC(=O)c1sc(N2CC[C@H](NC(=O)c3nc(Cl)c(CC)[nH]3)[C@H](OC)C2)nc1C,train,1,0
COC(=O)Cl.COc1ccc2c(c1)Sc1nccnc1N2>CI>COC(=O)N1c2ccccc2Sc2nccnc21,train,0,1
COc1cccc(CC(=O)Cl)c1.O=C1CCOCC1>CC(=O)O.C[Si](C)(C)[N-][Si](C)(C)C.Cc1ccccc1.O.[Li+]>COc1cccc(CC(=O)C2COCCC2=O)c1,train,0,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)cc21.O=C([O-])[O-]>C=O.Cl.O=CO.[K+].[Na+].[OH-]>CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)C(C)C3)cc21,train,1,0
CC(O)c1ccccc1C(C)O.CN(C)P(c1ccccc1)N(C)C>Cc1ccccc1>CC1OP(c2ccccc2)OC(C)c2ccccc21,train,1,0
CCCCC(C)Br.O=C([O-])c1c(I)c(I)c(C(=O)[O-])c(I)c1I>CN(C)C=O.O=C([O-])[O-].[Cs+]>CCCCC(C)OC(=O)c1c(I)c(I)c(C(=O)OC(C)CCCC)c(I)c1I,train,0,1
CN(C)C=O.O=C(O)Cc1ccccc1F>O=C([O-])O.O=P(Cl)(Cl)Cl.[Na+].[OH-]>CN(C)C=C(C=O)c1ccccc1F,train,1,0
CC(=O)N1CCNCC1.CCc1nn(CCNC(=O)OC(C)(C)C)c(CBr)c1Oc1cc(Cl)cc(Cl)c1>CCN(C(C)C)C(C)C.CN(C)C=O>CCc1nn(CCNC(=O)OC(C)(C)C)c(CN2CCN(C(C)=O)CC2)c1Oc1cc(Cl)cc(Cl)c1,train,1,0
O=C([O-])C(F)(F)F.O=C1CCCc2ccccc21>C1CCOC1.C=O.CCOCC.C[NH2+]c1ccccc1>C=C1CCc2ccccc2C1=O,train,1,0
CC(C)(C)OC(=O)NCCBr.CC(C)C(=O)c1cc2cc(CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)c(S(C)(=O)=O)cc2[nH]1>CCCC[N+](CCCC)(CCCC)CCCC.Cc1ccccc1.ClCCl.[I-].[Na+].[OH-]>CC(C)C(=O)c1cc2cc(CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)c(S(C)(=O)=O)cc2n1CCNC(=O)OC(C)(C)C,train,0,1
C[Si](C)(C)Cl.Cn1ncc([N+](=O)[O-])c1N1CCC(=O)CC1>CCN(CC)CC.CN(C)C=O>Cn1ncc([N+](=O)[O-])c1N1CC=C(O[Si](C)(C)C)CC1,train,0,1
CC1CCCN1c1cccc(Nc2cc(Cl)nn3ccnc23)n1.OB(O)c1ccc(F)cc1>C1COCCO1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Na+].[Pd]>CC1CCCN1c1cccc(Nc2cc(-c3ccc(F)cc3)nn3ccnc23)n1,train,0,1
Fc1cc(F)c2c(c1)[C@@H]1CCCN[C@H]1CC2.O=C(O)c1ccc2[nH]cnc2c1>CO.ClCCl>O=C(c1ccc2[nH]cnc2c1)N1CCC[C@H]2c3cc(F)cc(F)c3CC[C@@H]21,train,1,0
C=CCOC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.CC(C)(OC(=N)C(Cl)(Cl)Cl)c1ccccc1>ClCCl>C=CCOC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)OC(C)(C)c1ccccc1,train,1,0
C#C[C@H]1CCCN1C(=O)OC(C)(C)C.Oc1cc(Cl)c(Cl)nc1I>CCN(CC)CC.CCOCC.CN(C)C=O.Cl[Pd](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.[Cu]I>CC(C)(C)OC(=O)N1CCC[C@@H]1c1cc2nc(Cl)c(Cl)cc2o1,train,0,1
CCOC(=O)C(F)(F)F.NCc1cccnc1>CCN(CC)CC.ClCCl>O=C(NCc1cccnc1)C(F)(F)F,train,1,0
Brc1cccc(Br)c1.O=C1CCN(Cc2ccccc2)CC1>CCOCC.[Li]CCCC>OC1(c2cccc(Br)c2)CCN(Cc2ccccc2)CC1,train,1,0
ClC(c1ccccc1)(c1ccccc1)c1ccccc1.O=C1NC(=O)C(Cc2ccc(O)cc2)O1>CCN(CC)CC.CCOC(C)=O.CN(C)C=O.ClCCl.O>O=C1OC(Cc2ccc(O)cc2)C(=O)N1C(c1ccccc1)(c1ccccc1)c1ccccc1,train,0,1
COC(=O)CBr.O=C(CCCCl)c1ccc(OCc2ccccc2)cc1>C1CCOC1.CCOC(C)=O.II.[Zn]>COC(=O)CC1(c2ccc(OCc3ccccc3)cc2)CCCO1,train,1,0
CCOC(=O)c1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1>C1CCOC1.CO.Cl.O.[Li+].[OH-]>Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(C(=O)O)nc2c1,train,1,0
