reaction,split,high_yielding,not_high_yielding
O=C1C=CC=CN1C(=S)N1C=CC=CC1=O.[CH3]C([CH3])([CH3])OC(=O)[NH][CH2]C1=[CH]C([NH2])=C(C(F)(F)F)[CH]=[CH]1>>[CH3]C([CH3])([CH3])OC(=O)[NH][CH2]C1=[CH]C(N=C=S)=C(C(F)(F)F)[CH]=[CH]1,train,1,0
CC1=[CH][CH]=[CH]C2=C1[CH2]C1=CC=CC=C12>[Pd]>[CH]1=[CH][CH]=C2[CH2][CH2][CH2]C2=[CH]1,train,1,0
CNC(=O)C1=CC(C(=O)NC)=C(OC)C(C(=O)N2CCSC2=S)=C1.[CH3]OC1=C(C(=O)N2CCSC2=S)[CH]=C(C(=O)[NH][CH2][CH2][CH2][NH]C(=O)O[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)[CH]=C1C(=O)N1[CH2][CH2]SC1=S>>[CH3][NH]C(=O)C1=C(O[CH3])C(C(=O)N2[CH2][CH2]SC2=S)=[CH]C(C(=O)[NH][CH2][CH2][CH2][NH]C(=O)O[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)=[CH]1,train,1,0
O=C([OH])/C=C/C=C/C(=O)[OH]>CC(O)=O>O=C([OH])/C=C/C=C/C(=O)[OH].[CH3]C(=O)[OH],train,0,1
[CH3]C1=NC2=NC(S[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)=NN2C(Cl)=C1Cl>[Cu].[Zn]>[CH3]C1=NC2=NC(S[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)=NN2[CH]=C1Cl,train,1,0
BrC1=[CH][CH]=C(C2=[CH]OC3=C2[CH]=[CH][CH]=[CH]3)[CH]=[CH]1.CCCC1=CC=C(N2[CH2][CH2][NH][C@H]([CH3])[CH2]2)C=C1>>[CH3][C@@H]1[CH2]N(C2=[CH][CH]=C(C3=[CH]OC4=C3[CH]=[CH][CH]=[CH]4)[CH]=[CH]2)[CH2][CH2][NH]1,train,0,1
C#C[CH2][CH2]N1[CH2][CH2][CH2][CH2][CH2]1.[CH3]O[CH2][CH2][NH][CH2]C1=NC(Br)=[CH][CH]=[CH]1>>[CH3]O[CH2][CH2][NH][CH2]C1=NC(C#C[CH2][CH2]N2[CH2][CH2][CH2][CH2][CH2]2)=[CH][CH]=[CH]1,train,0,1
C=[CH]C1=C(F)[CH]=C(O[CH2][CH2][CH2][CH2]C2=[CH][CH]=[CH][CH]=[CH]2)[CH]=[CH]1.[CH3]C(=O)C1=C([OH])C(I)=[CH][CH]=[CH]1>>[CH3]C(=O)C1=C([OH])C(/C=C/C2=C(F)[CH]=C(O[CH2][CH2][CH2][CH2]C3=[CH][CH]=[CH][CH]=[CH]3)[CH]=[CH]2)=[CH][CH]=[CH]1,train,0,1
[CH3]O[CH2]C1=[CH][CH]=[CH]N=C1Br.[CH3][CH2]OC(=O)C1=[CH][NH]N=C1[CH3]>>[CH3][CH2]OC(=O)C1=[CH]N(C2=N[CH]=[CH][CH]=C2[CH2]O[CH3])N=C1[CH3],train,1,0
[CH3]C([CH3])=[CH]CBr.[CH3][CH]1[CH2][CH]([C@H]([CH2]C2=[CH][CH]=[CH][CH]=[CH]2)[NH]C(=O)OC([CH3])([CH3])[CH3])OC1=O>>[CH3]C([CH3])=[CH][CH2][C@@H]1[CH2][C@@H]([C@H]([CH2]C2=[CH][CH]=[CH][CH]=[CH]2)[NH]C(=O)OC([CH3])([CH3])[CH3])OC1=O,train,1,0
O=C1[CH2][CH2][CH2]O1.[NH2][CH2][CH2][CH2][OH]>>O=C1[CH2][CH2][CH2]N1[CH2][CH2][CH2][OH],train,1,0
O=[N+]([O-])C1=[CH][CH]=C([CH2][CH2]I)[CH]=[CH]1.[NH2]C1=C(C(=O)C2=[CH][CH]=C(Cl)[CH]=[CH]2)C2=C([CH2][NH][CH2][CH2]2)S1>>[NH2]C1=C(C(=O)C2=[CH][CH]=C(Cl)[CH]=[CH]2)C2=C([CH2]N([CH2][CH2]C3=[CH][CH]=C([N+](=O)[O-])[CH]=[CH]3)[CH2][CH2]2)S1,train,1,0
[CH3]C1=C(Cl)N2N=C(S[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)N=C2N=C1Cl>[Cu].[Zn]>[CH3]C1=[CH]N2N=C(S[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)N=C2N=C1Cl,train,0,1
C[Si](C)(C)OC1=[CH][CH]=C([CH2]C(=O)O[CH3])[CH]=[CH]1.[CH3]I>COCCOC>[CH3]OC(=O)[CH]([CH3])C1=[CH][CH]=C([OH])[CH]=[CH]1,train,1,0
O=S(=O)([OH])[OH].[NH2][CH2]C1=[CH][CH]=[CH][CH]=[CH]1>>[NH2][CH2]C1=[CH][CH]=C(S(=O)(=O)[OH])[CH]=[CH]1,train,0,1
[CH3]S(=O)(=O)[NH][C@@H]1[CH2][CH2][CH2][CH2][C@H]1[NH2].[NH2]C1=N[CH]=C(Cl)C(Cl)=C1[N+](=O)[O-]>>[CH3]S(=O)(=O)[NH][C@@H]1[CH2][CH2][CH2][CH2][C@H]1[NH]C1=C([N+](=O)[O-])C([NH2])=N[CH]=C1Cl,train,1,0
C[Al](C)[CH3].O=[N+]([O-])[CH]=[CH]C1=[CH]S[CH]=[CH]1>CCCCCC>[CH3][CH]([CH2][N+](=O)[O-])C1=[CH]S[CH]=[CH]1,train,1,0
CN1CCN(C(=O)Cl)CC1.CN1[CH2][CH2]N(C(=O)N2[CH2][CH2]C3([CH2]C(C#CC4=[CH]C(Cl)=[CH][CH]=[CH]4)=NO3)[CH2]2)[CH2][CH2]1>>O=C(N1[CH2][CH2][CH2][CH2]1)N1[CH2][CH2]C2([CH2]C(C#CC3=[CH]C(Cl)=[CH][CH]=[CH]3)=NO2)[CH2]1,train,1,0
COC(=O)C1=C(Br)[CH]=[CH]C(OC)=[CH]1.[CH3]OC(=O)C1=C(Cl)[CH]=C(C2=[CH][CH]=[CH][CH]=[CH]2)S1>>[CH3]OC(=O)C1=C(C2=[CH][CH]=[CH][CH]=[CH]2)[CH]=C(C2=[CH][CH]=[CH][CH]=[CH]2)S1,train,1,0
O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1.[CH3]C([CH3])([CH3])OC(=O)[NH][CH2]P(=O)([OH])[CH2][NH]C(=O)OC([CH3])([CH3])[CH3]>>[CH3]C([CH3])([CH3])OC(=O)[NH][CH2]P(=O)([CH2][NH]C(=O)OC([CH3])([CH3])[CH3])O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
C=C(F)Cl.[CH3][CH2]OC(=O)[CH]=[N+]=[N-]>ClCCl>[CH3][CH2]OC(=O)[CH]1[CH2]C1(F)Cl,train,1,0
O=S(=O)([OH])[OH].[OH]C1=[CH][CH]=[CH][CH]=[CH]1>>O=S(=O)([OH])C1=[CH][CH]=C([OH])[CH]=[CH]1,train,0,1
[CH3]OC1=[CH][CH]=C([SH])[CH]=[CH]1.[CH3][CH2]OC(=O)[CH](Br)[CH]([CH3])[CH3]>>[CH3][CH2]OC(=O)[CH](SC1=[CH][CH]=C(O[CH3])[CH]=[CH]1)[CH]([CH3])[CH3],train,1,0
O=C1OC(=O)[CH]2[CH2][CH](Cl)C(Cl)=[CH][CH]12>ClC1=CC(Cl)=C(Cl)C=C1>O=C1OC(=O)C2=[CH]C(Cl)=C(Cl)[CH]=C12,train,1,0
CC1(C)CC(NC2=C(C(=O)NC3=CC(Cl)=CC=C3)C=CC=N2)CC(C)(C)N1.O=C([NH]C1=[CH]C(Cl)=[CH][CH]=[CH]1)C1=C([NH][C@H]2[CH2][CH2][CH2][NH][CH2]2)N=[CH][CH]=[CH]1>>O=C([NH]C1=[CH]C(Cl)=[CH][CH]=[CH]1)C1=C([NH][C@H]2[CH2][CH2][CH2]N([CH2][CH2][OH])[CH2]2)N=[CH][CH]=[CH]1,train,0,1
C1=COC=C1.[CH3]OC1=[CH][CH2][CH](O[CH3])O1>>[CH3]O[CH]1[CH2][CH2][CH](O[CH3])O1,train,0,1
CC([CH3])CC=O.C[CH]([CH3])[CH2][CH2][CH2]C([CH3])=O>>[CH3][CH2][CH2][CH2][CH2]C(=O)[CH2][CH3],train,1,0
O=C(N1C=CN=C1)N1C=CN=C1.[CH3]C1=C([NH]C(=O)[CH2]C2=N[CH]=[CH]S2)[CH]=[CH][CH]=C1B1OC([CH3])([CH3])C([CH3])([CH3])O1>CC1=CC=CC=C1>[CH3]C1=C(N2C(=O)[CH]=C3S[CH]=[CH]N3C2=O)[CH]=[CH][CH]=C1B1OC([CH3])([CH3])C([CH3])([CH3])O1,train,0,1
[CH3]C([CH3])([CH3])OC(=O)C([CH3])([CH3])Br.[SH]C1=[CH][CH]=C(Br)[CH]=[CH]1>>[CH3]C([CH3])([CH3])OC(=O)C([CH3])([CH3])SC1=[CH][CH]=C(Br)[CH]=[CH]1,train,1,0
C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C.[CH3][Si]([CH3])([CH3])O[Si]([CH3])([CH3])O[Si]([CH3])([CH3])O[Si]([CH3])([CH3])O[Si]([CH3])([CH3])[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]O[CH2][CH]([OH])[CH2][OH]>>[CH3][Si]([CH3])([CH3])O[Si]([CH3])([CH3])O[Si]([CH3])([CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]O[CH2][CH]([OH])[CH2][OH])O[Si]([CH3])([CH3])O[Si]([CH3])([CH3])[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]O[CH2][CH]([OH])[CH2][OH],train,0,1
C=[CH][Si](O[CH3])(O[CH3])O[CH3].[CH3][SiH]([CH3])O[SiH]([CH3])[CH3]>>C=[CH][Si](O[CH3])(O[CH3])O[CH3].[CH3][SiH]([CH3])O[SiH]([CH3])[CH3],train,1,0
ClC1=N[CH]=[CH]N=C1Cl.[OH][CH2]C1=[CH][CH]=[CH]O1>>ClC1=N[CH]=[CH]N=C1O[CH2]C1=[CH][CH]=[CH]O1,train,0,1
CN(C)N.[CH3]C(=O)[CH2]C(=O)[NH]C1=C(Cl)[CH]=[CH][CH]=C1[CH3]>>[CH3]C1=[CH]C(=O)C(C(=O)[NH]C2=C(Cl)[CH]=[CH][CH]=C2[CH3])=C([CH3])O1,train,0,1
O=C=NC1=C(Cl)[CH]=[CH][CH]=[CH]1.[CH3]C([CH3])([CH3])OC(=O)N(C1=[CH]C2=C([CH]=N1)C1=C([CH]=C(Br)S1)[CH2][CH2]O2)C([CH3])([CH3])[CH3]>>[CH3]C([CH3])([CH3])OC(=O)N(C1=[CH]C2=C([CH]=N1)C1=C([CH]=C(C(=O)[NH]C3=C(Cl)[CH]=[CH][CH]=[CH]3)S1)[CH2][CH2]O2)C([CH3])([CH3])[CH3],train,0,1
N#C[Cu]C#N.[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]C1=C(Br)S[CH]=[CH]1>>[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]C1=C(C#N)S[CH]=[CH]1,train,0,1
CO/C=C/C1=[CH]C(Cl)=C([NH]C(=O)[CH2][CH2]N([CH3])[C@H]2[CH2][CH2][C@H](OC(=O)C([OH])(C3=[CH][CH]=[CH]S3)C3=[CH][CH]=[CH]S3)[CH2][CH2]2)[CH]=C1O[CH3].Cl>>[CH3]OC1=[CH]C([NH]C(=O)[CH2][CH2]N([CH3])[C@H]2[CH2][CH2][C@H](OC(=O)C([OH])(C3=[CH][CH]=[CH]S3)C3=[CH][CH]=[CH]S3)[CH2][CH2]2)=C(Cl)[CH]=C1[CH2][CH]=O,train,1,0
CC(C)(C)OC(=O)N1C([CH3])=NC2=C1[CH]=C(C(=O)N([CH3])[CH3])[CH]=C2[OH].O[CH]1[CH2][CH2]OC2=[CH][CH]=[CH][CH]=C21>>[CH3]C1=NC2=C([CH]=C(C(=O)N([CH3])[CH3])[CH]=C2O[CH]2[CH2][CH2]OC3=[CH][CH]=[CH][CH]=C32)[NH]1,train,0,1
O=C1[CH2]O[C-]=N1.[NH2]C1=[CH][CH]=[CH][CH]=[CH]1>[O-2].[O-2].[Ti+4]>O=C1[NH][CH2][CH2]N1C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
C=[CH]N([CH3])C([CH3])=O.[CH]1=[CH][CH]=C([PH]C2=[CH][CH]=[CH][CH]=[CH]2)[CH]=[CH]1>>[CH3]C(=O)N([CH3])[CH2][CH2]P(C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
[CH3][SiH](Cl)Cl.[CH]1=[CH][CH2][CH2][CH2][CH2]1>[Pt]>[CH3][Si](Cl)(Cl)[CH]1[CH2][CH2][CH2][CH2][CH2]1,train,1,0
COC(=O)O[CH3].[CH3]OC1=C(F)[CH]=C(C([CH3])=O)[CH]=C1F>>[CH3]OC(=O)[CH2]C(=O)C1=[CH]C(F)=C(O[CH3])C(F)=[CH]1,train,1,0
[CH3]OC1=[CH]C2=C([CH]=[CH]1)C(C(=O)C1=[CH][CH]=C(F)[CH]=[CH]1)=C(C1=[CH][CH]=C(O[CH2][CH2]N3[CH2][CH2][CH2][CH2]3)[CH]=[CH]1)S2.[CH3][CH2]N([CH2][CH3])[C@@H]1[CH2][CH2][CH2][CH2][C@H]1[OH]>>[CH3][CH2]N([CH2][CH3])[C@@H]1[CH2][CH2][CH2][CH2][C@H]1OC1=[CH][CH]=C(C(=O)C2=C(C3=[CH][CH]=C(O[CH2][CH2]N4[CH2][CH2][CH2][CH2]4)[CH]=[CH]3)SC3=C2[CH]=[CH]C(O[CH3])=[CH]3)[CH]=[CH]1,train,0,1
CC1=C(C(=O)C2=CNC(C(=O)NC3CCC3)=C2)C(C2=CC(F)=CC=C2)=NO1.[CH3]C1=C(C(=O)C2=[CH]N([CH3])C(C(=O)[NH][CH2][CH]3[CH2][CH2]3)=[CH]2)C(C2=[CH][CH]=C(F)[CH]=[CH]2)=NO1>>[CH3]C1=C(C(=O)C2=[CH]N([CH3])C(C(=O)[NH][CH]3[CH2][CH2][CH2]3)=[CH]2)C(C2=[CH]C(F)=[CH][CH]=[CH]2)=NO1,train,0,1
O[C@@H]1[CH2]C(=O)[C@@H]([OH])[C@H]([OH])[C@H]1[OH]>CC(O)=O.O>O=C1[CH]=[CH][C@H]([OH])[C@@H]([OH])[C@@H]1[OH],train,0,1
N#CBr.[CH3][CH2]OC(=O)[C@H]1[CH2][C@@H]1[C@@]([CH3])([NH2])C(F)(F)[CH2][OH]>>[CH3][CH2]OC(=O)[C@H]1[CH2][C@@H]1[C@@]1([CH3])N=C([NH2])O[CH2]C1(F)F,train,0,1
CCC(OCC1=NC=CN1)C1=CC=CC(N)=C1.C[CH2]N1N=[CH]N=C1[CH2]O[CH2]C1=[CH][CH]=[CH]C([NH]C2=C([N+](=O)[O-])[CH]=C(C(F)(F)F)[CH]=[CH]2)=[CH]1>>[CH3]C1=[CH]C([N+](=O)[O-])=C([NH]C2=[CH]C([CH2]O[CH2]C3=N[CH]=NN3[CH3])=[CH][CH]=[CH]2)[CH]=[CH]1,train,1,0
CC(=O)OC([CH3])([CH]=C)[CH](O[CH3])O[CH3]>Cl[Cu]>[CH3]O[CH](O[CH3])C([CH3])=[CH][CH2]OC([CH3])=O,train,1,0
C=[CH][CH2]Cl.[CH]1=[CH][CH]=N[CH]=[CH]1>O>C=[CH][CH2]Cl.[CH]1=[CH][CH]=[NH+][CH]=[CH]1,train,1,0
NC([NH2])=O.[NH2]C1=C([CH]=O)[CH]=[CH]C(Br)=[CH]1>O>[OH]C1=NC2=[CH]C(Br)=[CH][CH]=C2[CH]=N1,train,1,0
CCCCN(CCCC)C1=CC=CC=C1.[C-]#[N+][CH]([CH3])C(=O)O[CH2][CH2][CH2][CH3]>>[CH3][CH2][CH2][CH2]OC1=C([CH3])N=[CH]O1,train,1,0
O[CH]=C1C(=O)[NH]C2=[CH][CH]=[CH][CH]=C21.[NH2]C1=[CH][CH]=C2[CH]=N[NH]C2=[CH]1>>O=C1[NH]C2=[CH][CH]=[CH][CH]=C2C1=C=NC1=[CH][CH]=C2[CH]=N[NH]C2=[CH]1,train,1,0
[CH3]C1=[CH][CH]=[CH]C([NH2])=C1[CH3].[CH3]C1=[CH][CH]=[CH]C([NH][CH2][CH]([CH3])Br)=C1[CH3]>>[CH3]C1=[CH][CH]=[CH]C([NH][CH2][CH]([CH3])[NH]C2=C([CH3])C([CH3])=[CH][CH]=[CH]2)=C1[CH3],train,1,0
CN(C)[CH]=O.[CH3]N([CH3])[CH2][CH2][NH]C1=[CH][CH]=[CH][CH]=C1[NH2]>>[CH3]N([CH3])[CH2][CH2]N1C(=O)[NH]C2=C1[CH]=[CH][CH]=[CH]2,train,1,0
CC1=C(C)C(=O)NC(Cl)=N1.[CH3][CH2]C1=[CH][NH]C(=O)[NH]C1=O>>[CH3][CH2]C1=[CH]N=C(Cl)[NH]C1=O,train,0,1
N#CC1=C(CS(=O)(=O)Cl)C=CC=C1.O=C([OH])C1=[CH][CH]=C(O[CH2][CH2]C2=C([CH2][CH2][NH]S(=O)(=O)[CH2]C3=[CH][CH]=[CH][CH]=[CH]3)N([CH](C3=[CH][CH]=[CH][CH]=[CH]3)C3=[CH][CH]=[CH][CH]=[CH]3)C3=[CH][CH]=C(Cl)[CH]=C32)[CH]=[CH]1>>N#CC1=C([CH2]S(=O)(=O)[NH][CH2][CH2]C2=C([CH2][CH2]OC3=[CH][CH]=C(C(=O)[OH])[CH]=[CH]3)C3=[CH]C(Cl)=[CH][CH]=C3N2[CH](C2=[CH][CH]=[CH][CH]=[CH]2)C2=[CH][CH]=[CH][CH]=[CH]2)[CH]=[CH][CH]=[CH]1,train,1,0
[CH3]C([CH3])([CH3])OC(=O)N(C(=O)OC([CH3])([CH3])[CH3])C1=NOC2=C1[CH]=C(Br)[CH]=[CH]2.[CH3]OC1=[CH][CH]=C([CH2]N2C=C(Br)N3C=NC=C3C2=O)C=C1>>[CH3]OC1=N[CH]=[CH][CH]=C1C1=[CH]C2=C([CH]=[CH]1)ON=C2N(C(=O)OC([CH3])([CH3])[CH3])C(=O)OC([CH3])([CH3])[CH3],train,1,0
O=C1[CH2][CH2]N(C(=O)C2=[CH]C(F)=[CH][CH]=[CH]2)[NH]1.O=P(Cl)(Cl)Cl>>O=C(C1=[CH]C(F)=[CH][CH]=[CH]1)N1[CH2][CH2]C(Cl)=N1,train,1,0
O=C1O[CH2][CH]([CH2][NH][CH]2[CH2][CH2][CH2][CH2][CH2]2)C1(C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1>CC(C)CC(C)(C)C.[H-].[Na+]>O=C1N([CH]2[CH2][CH2][CH2][CH2][CH2]2)[CH2][CH]([CH2][OH])C1(C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
[CH3][CH2]OC(=O)[CH]1C([CH3])=[CH]C(=O)[CH2]C12[CH2][CH2][CH2][CH2]2>CCCCCC.[Pd]>[CH3][CH2]OC(=O)[C@H]1[C@@H]([CH3])[CH2]C(=O)[CH2]C12[CH2][CH2][CH2][CH2]2,train,1,0
O=C1[NH]C2=C([CH2][CH2][CH2][CH2]2)N1C1=[CH][CH]=[CH][CH]=[CH]1.O=P(Cl)(Cl)Cl>>Cl[CH]1[NH]C2=C([CH2][CH2][CH2][CH2]2)N1C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
[CH3]OC1=[CH]C2=C([CH]=[CH]1)C(C(=O)C1=[CH][CH]=C(F)[CH]=[CH]1)=C(C1=[CH][CH]=C(O[CH2][CH2]N3[CH2][CH2][CH2][CH2]3)[CH]=[CH]1)S2.[OH][C@@H]1[CH2][CH2][CH2][C@H]1N1[CH2][CH2][CH2][CH2][CH2]1>>[CH3]OC1=[CH]C2=C([CH]=[CH]1)C(C(=O)C1=[CH][CH]=C(O[C@@H]3[CH2][CH2][CH2][C@H]3N3[CH2][CH2][CH2][CH2][CH2]3)[CH]=[CH]1)=C(C1=[CH][CH]=C(O[CH2][CH2]N3[CH2][CH2][CH2][CH2]3)[CH]=[CH]1)S2,train,1,0
CC(C)([CH3])OC(=O)C1([CH]=C)[CH2]OC([CH3])([CH3])O[CH2]1.CCOC(=O)C1(C(C)=O)COC(C)(C)OC1>>C=[CH]C1(C(=O)O[CH2][CH3])[CH2]OC([CH3])([CH3])O[CH2]1,train,0,1
O=[CH][C@H]([OH])[C@@H]([OH])[C@H]([OH])[CH2][OH]>CCO>[OH][CH2][C@@H]([OH])[C@H]([OH])[C@@H]([OH])[CH2][OH],train,0,1
[CH3][CH2]OC(=O)[CH2]C(=O)[CH2]Cl>CCO>[CH3][CH2]OC(=O)[CH2][C@H]([OH])[CH2]Cl,train,1,0
Cl.[NH2][CH2][CH2][NH][CH2][CH2][NH][CH2][CH2][NH2]>>Cl.Cl.Cl.Cl.[NH2][CH2][CH2][NH][CH2][CH2][NH][CH2][CH2][NH2],train,1,0
COC(=O)C1=C(N)C=C(C)S1.[CH3]OC(=O)C1=C([NH]C2=N[CH]=NC3=C2[CH]=[CH][NH]3)[CH]=[CH]S1>>[CH3]OC(=O)C1=C([NH]C2=N[CH]=NC3=C2[CH]=[CH][NH]3)[CH]=C([CH3])S1,train,0,1
[CH3]C1([CH3])OB(C2=CC=CC(N)=C2Cl)OC1([CH3])[CH3].[NH2]C1=[CH]C(Br)=[CH]C(Cl)=[CH]1>>[CH3]C1([CH3])OB(C2=[CH]C([NH2])=[CH]C(Cl)=[CH]2)OC1([CH3])[CH3],train,0,1
Cl.[NH2][CH2][CH2][CH2][CH2][C@H]([NH2])C(=O)[OH]>O>[NH2][CH2][CH2][CH2][CH2][CH]([NH2])C(=O)[OH],train,1,0
O[CH2][CH2][CH2][OH].[CH3][CH2][CH2][CH]=O>O.OP(O)(O)=O>[CH3][CH2][CH2][CH]1O[CH2][CH2][CH2]O1,train,0,1
C=[CH][CH2][CH2][CH2][CH2][CH2][CH2][CH3].[OH]C1=[CH][CH]=[CH][CH]=[CH]1>>[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]C1=[CH][CH]=C([OH])[CH]=[CH]1,train,1,0
CC(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH3].CC(O)=O>>[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]C(=O)[OH],train,1,0
[CH3]N1[CH]=[CH]C2=[CH][CH]=C(Br)[CH]=C21.[CH3][CH2]OC(=O)[CH]=C(C1=[CH][CH]=[CH][CH]=[CH]1)C1=C2C(C#N)=CNC2=CC=C1>>[CH3][CH2]OC(=O)[CH]=C(C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=C2[CH]=[CH]N([CH3])C2=[CH]1,train,1,0
[CH3]N([CH3])[C@@H]1[CH2][CH2][CH2][CH2][C@H]1[OH].[CH3]OC1=[CH]C2=C([CH]=[CH]1)C(C(=O)C1=[CH][CH]=C(F)[CH]=[CH]1)=C(C1=[CH][CH]=C(O[CH2][CH2]N3[CH2][CH2][CH2][CH2]3)[CH]=[CH]1)S2>>[CH3]OC1=[CH]C2=C([CH]=[CH]1)C(C(=O)C1=[CH][CH]=C(O[C@@H]3[CH2][CH2][CH2][CH2][C@H]3N([CH3])[CH3])[CH]=[CH]1)=C(C1=[CH][CH]=C(O[CH2][CH2]N3[CH2][CH2][CH2][CH2]3)[CH]=[CH]1)S2,train,1,0
[CH3]C1=NOC([CH3])=C1[CH2]N1[CH]=C(N2C(=O)[NH][CH]([CH2]C3=[CH][CH]=[CH][CH]=[CH]3)C2=O)[CH]=N1.[CH3]I>>[CH3]C1=NOC([CH3])=C1[CH2]N1[CH]=C(N2C(=O)[CH]([CH2]C3=[CH][CH]=[CH][CH]=[CH]3)N([CH3])C2=O)[CH]=N1,train,1,0
BrBr.N#C[CH2]C1=[CH][CH]=C(Cl)[CH]=[CH]1>Br.C1=CC=CC=C1>N#C[CH](Br)C1=[CH][CH]=C(Cl)[CH]=[CH]1,train,0,1
[CH3]OC(=O)C1=[CH]N=C([NH2])[CH]=[CH]1.[NH2][CH2][CH]1[CH2]N([CH2]C2=[CH][CH]=C(F)[CH]=[CH]2)[CH2][CH2]O1>>[CH3]OC(=O)C1=[CH]N=C([NH]C(=O)C2=[CH][CH]=[CH]N=C2[NH][CH]2[CH2][CH2]N([CH2]C3=[CH][CH]=[CH][CH]=[CH]3)[CH2][CH2]2)[CH]=[CH]1,train,0,1
O=S(=O)(Cl)C1=[CH]C(Cl)=[CH][CH]=[CH]1.[CH]1=[CH][CH]=C([CH2]N2[CH2][CH2][CH2][CH]2[CH2]N2[CH]=[CH]C3=[CH][CH]=[CH]N=C32)[CH]=[CH]1>O=S(=O)([O-])C(F)(F)F.O=[N+]([O-])C1=CC=CC=C1.[Ag+]>O=S(=O)(C1=[CH]C(Cl)=[CH][CH]=[CH]1)C1=[CH]N([CH2][CH]2[CH2][CH2][CH2]N2[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)C2=N[CH]=[CH][CH]=C12,train,0,1
O=S(=O)=O.[CH3]C1=[CH][CH]=[CH][CH]=[CH]1>>[CH3]C1=[CH][CH]=C(S(=O)(=O)[OH])[CH]=[CH]1,train,0,1
BrC1=[CH]N=C(I)[CH]=[CH]1.[CH3]C1=[CH][CH]=[CH][CH]=[CH]1>O=C([O-])[O-].[Na+].[Na+]>[CH3]C1=C(C2=N[CH]=C(Br)[CH]=[CH]2)[CH]=[CH][CH]=[CH]1,train,1,0
O=C1C2=[CH][CH]=[CH][CH]=C2N=C([SH])N1C1=[CH][CH]=[CH][CH]=[CH]1.[CH3]C([CH3])=[CH][CH2][CH2]/C(C)=C/[CH2]Br>>[CH3]C([CH3])=[CH][CH2][CH2]/C(C)=C/[CH2]SC1=NC2=[CH][CH]=[CH][CH]=C2C(=O)N1C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
[CH3]S(=O)(=O)F.[CH3][CH2][NH][CH2][CH3]>>[CH3][CH2]N([CH2][CH3])S([CH3])(=O)=O,train,1,0
C=[CH]C(=O)Cl.O=C1[CH2][CH2][CH2][NH]1>>C=[CH]C(=O)N1[CH2][CH2][CH2]C1=O,train,1,0
COC1=C(OC2CCCC2)[CH]=C([CH](O)[CH2]N)C=C1.[CH3]OC1=C(O[CH3])[CH]=C([CH]2[CH2][NH]C(=O)[CH2]O2)[CH]=[CH]1>>[CH3]OC1=C(O[CH]2[CH2][CH2][CH2][CH2]2)[CH]=C([CH]2[CH2][NH]C(=O)[CH2]O2)[CH]=[CH]1,train,0,1
O=C1[NH]C2=[CH][CH]=[CH]C(Cl)=C2C1=O.O=S(=O)(Cl)Cl>>O=C1[NH]C2=[CH][CH]=C(Cl)C(Cl)=C2C1=O,train,1,0
CN(C)N.[CH3][CH2]C1=C([NH]C(=O)[CH2]C([CH3])=O)C([CH3])=[CH][CH]=[CH]1>>[CH3][CH2]C1=C([NH]C(=O)C2=C([CH3])OC([CH3])=[CH]C2=O)C([CH3])=[CH][CH]=[CH]1,train,0,1
ClC1=N[CH]=NC2=C1S[CH]=[CH]2.O=[CH]C1=CC2=NC=CC(Cl)=C2S1>>O=[CH]C1=[CH]C2=C(S1)C(Cl)=N[CH]=N2,train,1,0
